epoch,time,train/box_loss,train/pose_loss,train/kobj_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(P),metrics/recall(P),metrics/mAP50(P),metrics/mAP50-95(P),val/box_loss,val/pose_loss,val/kobj_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
47,3153.13,0.93449,0.2319,0.25564,0.51959,1.12742,0.97241,0.97949,0.98065,0.6994,0.98259,0.98974,0.99067,0.95442,0.9657,0.28001,0.01772,0.48417,1.0269,0.0010892,0.0010892,0.0010892
48,3216.29,0.98415,0.21442,0.23581,0.52578,1.14285,0.97024,0.98974,0.99077,0.68646,0.97527,0.99487,0.99024,0.95092,1.09059,0.30792,0.02805,0.52334,1.07226,0.0010694,0.0010694,0.0010694
49,3283.28,0.9445,0.23429,0.23355,0.52944,1.14895,0.95,0.97433,0.97685,0.71644,0.9745,0.9797,0.99067,0.95789,1.0002,0.2891,0.02601,0.50602,1.04346,0.0010496,0.0010496,0.0010496
50,3350.88,0.95295,0.23942,0.23944,0.52751,1.13348,0.9682,0.97436,0.98168,0.70303,0.97856,0.98462,0.99045,0.96165,1.06969,0.25801,0.02083,0.45123,1.06397,0.0010298,0.0010298,0.0010298
51,3415.79,0.90405,0.20725,0.2296,0.50166,1.11333,0.96732,0.97949,0.97991,0.71388,0.98131,0.98462,0.99113,0.96093,0.98891,0.29701,0.02413,0.46489,1.04524,0.00101,0.00101,0.00101
52,3479.66,0.92843,0.21287,0.22848,0.50902,1.12324,0.95403,0.97949,0.97578,0.65212,0.98665,0.99487,0.99199,0.95872,1.18746,0.27027,0.01787,0.48026,1.09877,0.0009902,0.0009902,0.0009902
53,3542.7,0.94575,0.21286,0.23223,0.51169,1.12904,0.96781,0.98462,0.98127,0.69997,0.98975,0.99079,0.99268,0.97447,1.073,0.24077,0.02152,0.4804,1.06339,0.0009704,0.0009704,0.0009704
54,3604.88,0.89567,0.21772,0.24607,0.50988,1.11604,0.9648,0.98384,0.98139,0.69339,0.97486,0.99409,0.9925,0.97057,1.06918,0.22825,0.01242,0.46639,1.04564,0.0009506,0.0009506,0.0009506
55,3667.81,0.90601,0.21767,0.22768,0.48318,1.11515,0.97601,0.97949,0.98139,0.64914,0.98633,0.98974,0.99211,0.96258,1.23172,0.27146,0.01398,0.47927,1.09951,0.0009308,0.0009308,0.0009308
56,3730.98,0.89487,0.20261,0.20981,0.49471,1.10471,0.98868,0.98462,0.98206,0.62743,0.99383,0.98974,0.99096,0.96535,1.2795,0.24281,0.02294,0.49385,1.12372,0.000911,0.000911,0.000911
57,3793.04,0.90011,0.20065,0.21495,0.49563,1.10518,0.96352,0.97949,0.98105,0.69737,0.97865,0.99487,0.9917,0.96729,1.05967,0.24603,0.0121,0.47708,1.05638,0.0008912,0.0008912,0.0008912
58,3854.87,0.89921,0.20661,0.22734,0.49765,1.10643,0.94609,0.96923,0.97751,0.71,0.97457,0.98284,0.99142,0.97254,0.9892,0.25229,0.01955,0.48145,1.03198,0.0008714,0.0008714,0.0008714
59,3916.7,0.87292,0.19842,0.20874,0.465,1.09638,0.96324,0.96923,0.97909,0.72942,0.98362,0.98974,0.9921,0.97227,0.94664,0.22873,0.01405,0.46052,1.01137,0.0008516,0.0008516,0.0008516
60,3978.73,0.87788,0.20069,0.2013,0.48175,1.10127,0.96479,0.9837,0.98223,0.73017,0.97485,0.99396,0.99099,0.96966,0.915,0.23142,0.01889,0.44771,1.00605,0.0008318,0.0008318,0.0008318
61,4041.06,0.8876,0.20674,0.21563,0.48564,1.10024,0.97175,0.97436,0.97172,0.71831,0.98717,0.98974,0.99236,0.9671,0.98293,0.23536,0.01454,0.45752,1.04283,0.000812,0.000812,0.000812
62,4103.8,0.85818,0.18993,0.18764,0.48191,1.10774,0.97559,0.95897,0.98252,0.72433,0.98306,0.9641,0.99063,0.96392,0.90992,0.25302,0.02068,0.45268,1.00228,0.0007922,0.0007922,0.0007922
63,4166.26,0.85839,0.19796,0.19402,0.4679,1.09262,0.96818,0.98462,0.98089,0.72216,0.98474,0.99285,0.99148,0.97836,0.95607,0.20898,0.01049,0.44473,1.00679,0.0007724,0.0007724,0.0007724
64,4228.62,0.82714,0.17499,0.1857,0.4554,1.08103,0.97448,0.97908,0.98045,0.74832,0.98979,0.99447,0.99138,0.97083,0.87659,0.22692,0.01072,0.43374,0.97606,0.0007526,0.0007526,0.0007526
65,4291,0.85589,0.18102,0.19278,0.44699,1.08727,0.9845,0.97722,0.98113,0.74897,0.99483,0.98748,0.99223,0.97282,0.9153,0.21629,0.01393,0.43154,0.99538,0.0007328,0.0007328,0.0007328
66,4353.02,0.83854,0.1655,0.19346,0.45102,1.07636,0.97817,0.97436,0.98127,0.73593,0.99361,0.98974,0.99155,0.97163,0.94547,0.20464,0.0113,0.43698,0.9957,0.000713,0.000713,0.000713
67,4415.1,0.84279,0.16832,0.17928,0.45154,1.07843,0.97948,0.9789,0.98237,0.73181,0.99487,0.99426,0.99259,0.97187,0.91958,0.22964,0.01465,0.42654,0.99544,0.0006932,0.0006932,0.0006932
68,4477.07,0.82179,0.17636,0.1966,0.44335,1.07021,0.97954,0.98226,0.98274,0.74951,0.98977,0.99227,0.99258,0.98125,0.89276,0.19148,0.01362,0.40319,0.98238,0.0006734,0.0006734,0.0006734
69,4538.51,0.81949,0.17235,0.22135,0.43339,1.06788,0.9788,0.97949,0.98251,0.6979,0.99417,0.99487,0.99238,0.97615,1.1296,0.20162,0.01496,0.43581,1.07632,0.0006536,0.0006536,0.0006536
70,4600.11,0.83319,0.15397,0.18899,0.45367,1.07654,0.97676,0.97436,0.98203,0.74474,0.99226,0.98974,0.99134,0.97274,0.91086,0.20438,0.01622,0.42291,1.00281,0.0006338,0.0006338,0.0006338
71,4661.76,0.83113,0.16245,0.18802,0.46246,1.06478,0.97945,0.97767,0.98092,0.7428,0.99486,0.993,0.99136,0.96786,0.88459,0.19933,0.03142,0.39983,0.97507,0.000614,0.000614,0.000614
72,4723.19,0.81946,0.15443,0.16922,0.44245,1.06643,0.97394,0.97949,0.97914,0.74013,0.98923,0.99487,0.99188,0.97264,0.91794,0.19683,0.01599,0.4182,0.98708,0.0005942,0.0005942,0.0005942
73,4788,0.80182,0.14735,0.17902,0.43931,1.06168,0.97942,0.98974,0.98277,0.7408,0.9845,0.99487,0.9904,0.97771,0.89754,0.18204,0.01367,0.41797,0.97808,0.0005744,0.0005744,0.0005744
74,4851.53,0.78061,0.14831,0.1679,0.4241,1.04687,0.97385,0.98462,0.98268,0.74565,0.98399,0.99487,0.99262,0.98081,0.8784,0.18457,0.00728,0.40049,0.96273,0.0005546,0.0005546,0.0005546
75,4919.29,0.77999,0.14886,0.19206,0.42586,1.0453,0.97102,0.97436,0.98213,0.76425,0.98816,0.99487,0.99261,0.97483,0.83799,0.2144,0.01248,0.41221,0.97641,0.0005348,0.0005348,0.0005348
76,4983.96,0.77896,0.1493,0.18012,0.42609,1.04808,0.97748,0.97949,0.98002,0.75727,0.99283,0.99487,0.99259,0.97938,0.86811,0.17976,0.00972,0.39326,0.96288,0.000515,0.000515,0.000515
77,5051.51,0.76405,0.14203,0.16244,0.42726,1.03513,0.97449,0.97948,0.97717,0.74928,0.9898,0.99481,0.99217,0.97659,0.84841,0.18862,0.00764,0.39583,0.9664,0.0004952,0.0004952,0.0004952
78,5116.08,0.76622,0.13098,0.15436,0.41394,1.04918,0.98448,0.98974,0.98418,0.7465,0.98958,0.99487,0.99228,0.97926,0.91297,0.17785,0.00735,0.40711,0.99637,0.0004754,0.0004754,0.0004754
79,5179.35,0.75924,0.13811,0.16603,0.41142,1.03499,0.9828,0.98462,0.98364,0.76124,0.99303,0.99487,0.99264,0.9791,0.86896,0.17488,0.01465,0.39519,0.98373,0.0004556,0.0004556,0.0004556
80,5242.16,0.76235,0.14116,0.15281,0.41125,1.03929,0.97946,0.97816,0.98139,0.75541,0.99486,0.99355,0.99238,0.98133,0.88653,0.1648,0.01372,0.38666,0.9832,0.0004358,0.0004358,0.0004358
81,5308.31,0.75809,0.13371,0.16238,0.41844,1.04427,0.98307,0.98462,0.98347,0.76979,0.98819,0.98974,0.99216,0.97896,0.81702,0.17754,0.01234,0.38381,0.96105,0.000416,0.000416,0.000416
82,5371.27,0.7638,0.13673,0.16043,0.40804,1.0311,0.97856,0.97949,0.98205,0.73346,0.98475,0.99378,0.99061,0.97944,0.95081,0.16132,0.01327,0.39677,0.99317,0.0003962,0.0003962,0.0003962
83,5433.26,0.76195,0.13315,0.1493,0.4097,1.03381,0.97375,0.98462,0.98239,0.77132,0.98392,0.99487,0.9918,0.97734,0.83221,0.17469,0.01507,0.39674,0.96059,0.0003764,0.0003764,0.0003764
84,5495.34,0.72266,0.12168,0.1568,0.3887,1.01563,0.97593,0.97949,0.98186,0.77065,0.99136,0.99487,0.99249,0.97972,0.85531,0.16807,0.01197,0.39086,0.9725,0.0003566,0.0003566,0.0003566
85,5557.24,0.73315,0.14005,0.16737,0.40052,1.03793,0.97957,0.98365,0.98297,0.75832,0.99368,0.99487,0.99259,0.98138,0.90657,0.16324,0.00925,0.38064,0.97354,0.0003368,0.0003368,0.0003368
86,5619.08,0.73401,0.12265,0.16031,0.40637,1.03453,0.97706,0.97436,0.97944,0.77634,0.98979,0.99385,0.9917,0.97803,0.82688,0.16585,0.01288,0.37438,0.97152,0.000317,0.000317,0.000317
87,5680.81,0.72579,0.12884,0.16771,0.40637,1.03108,0.97937,0.97379,0.98177,0.76042,0.99484,0.98917,0.99217,0.98178,0.8665,0.15788,0.01065,0.38045,0.97847,0.0002972,0.0002972,0.0002972
88,5742.32,0.71725,0.12241,0.1402,0.38698,1.00848,0.98354,0.98462,0.9831,0.76386,0.99379,0.99487,0.99249,0.98429,0.84166,0.14902,0.01325,0.37044,0.96014,0.0002774,0.0002774,0.0002774
89,5803.97,0.70622,0.12083,0.17629,0.38054,1.01674,0.97405,0.97436,0.98245,0.76946,0.99461,0.99487,0.9929,0.98255,0.83757,0.14926,0.01216,0.37452,0.96089,0.0002576,0.0002576,0.0002576
90,5865.73,0.72005,0.12161,0.1403,0.39195,1.03469,0.97945,0.97789,0.9824,0.7814,0.99486,0.9932,0.993,0.9825,0.76544,0.15432,0.01312,0.36798,0.94435,0.0002378,0.0002378,0.0002378
91,5926.73,0.56537,0.07109,0.01832,0.27645,0.93902,0.97321,0.97949,0.98092,0.76694,0.9885,0.99487,0.9921,0.98038,0.82364,0.15533,0.01166,0.37552,0.96484,0.000218,0.000218,0.000218
92,5987.47,0.55672,0.06607,0.0118,0.27039,0.9335,0.97883,0.97949,0.98183,0.77149,0.99423,0.99487,0.99264,0.9833,0.82917,0.14885,0.01023,0.37237,0.95477,0.0001982,0.0001982,0.0001982
93,6048.87,0.55062,0.06786,0.01507,0.27362,0.92905,0.97947,0.97851,0.98081,0.77037,0.99487,0.99382,0.99315,0.98173,0.82609,0.14653,0.00978,0.37025,0.95951,0.0001784,0.0001784,0.0001784
94,6110.34,0.5359,0.06245,0.01011,0.25936,0.92574,0.97896,0.97949,0.97276,0.7602,0.99435,0.99487,0.99295,0.98074,0.88358,0.14756,0.00845,0.38144,0.98173,0.0001586,0.0001586,0.0001586
95,6171.66,0.5465,0.06689,0.01471,0.26716,0.93027,0.97377,0.97949,0.97918,0.7696,0.98907,0.99487,0.99303,0.9823,0.85925,0.14488,0.00769,0.37932,0.9669,0.0001388,0.0001388,0.0001388
96,6233.08,0.52872,0.06271,0.01575,0.26057,0.92291,0.97859,0.97949,0.98083,0.76789,0.99397,0.99487,0.99315,0.98484,0.85211,0.13966,0.00704,0.37378,0.95907,0.000119,0.000119,0.000119
97,6294.51,0.52354,0.05921,0.01044,0.25989,0.91431,0.97893,0.97949,0.98055,0.7596,0.99432,0.99487,0.99351,0.98306,0.90807,0.14144,0.00707,0.37551,0.97953,9.92e-05,9.92e-05,9.92e-05
98,6355.83,0.51722,0.06035,0.00806,0.25635,0.92339,0.97903,0.97949,0.98136,0.77415,0.99451,0.99487,0.99305,0.9818,0.84437,0.14258,0.0069,0.36955,0.96247,7.94e-05,7.94e-05,7.94e-05
99,6417.07,0.5154,0.06245,0.01082,0.25638,0.91968,0.97948,0.97908,0.98246,0.78335,0.99487,0.99439,0.99295,0.98294,0.79771,0.14215,0.00638,0.36054,0.9501,5.96e-05,5.96e-05,5.96e-05
100,6478.49,0.52588,0.05847,0.00845,0.25624,0.91782,0.97944,0.97733,0.9823,0.77401,0.99486,0.99261,0.99295,0.9828,0.8349,0.14077,0.00603,0.36102,0.96056,3.98e-05,3.98e-05,3.98e-05
