epoch,time,train/box_loss,train/pose_loss,train/kobj_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(P),metrics/recall(P),metrics/mAP50(P),metrics/mAP50-95(P),val/box_loss,val/pose_loss,val/kobj_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
16,1286.6,1.45488,0.57228,0.49249,0.97357,1.4459,0.78601,0.81627,0.82025,0.27888,0.89079,0.93757,0.95353,0.80641,2.41297,0.84189,0.19054,1.06225,2.00411,0.001802,0.001802,0.001802
17,1365.58,1.48037,0.56259,0.47654,0.97218,1.44595,0.83123,0.81992,0.78997,0.23393,0.9608,0.94636,0.96306,0.77077,2.59504,0.80125,0.07777,1.18049,2.16817,0.0017888,0.0017888,0.0017888
18,1444.2,1.44222,0.57653,0.45581,0.93958,1.44207,0.9107,0.80077,0.89045,0.44074,0.93892,0.82375,0.93336,0.79092,1.7328,1.07092,0.18671,0.96069,1.66791,0.0017756,0.0017756,0.0017756
19,1523.01,1.42786,0.52547,0.46218,0.94005,1.4485,0.84706,0.86973,0.87927,0.41225,0.91018,0.93487,0.96483,0.86204,1.96379,0.7541,0.15144,0.884,1.71553,0.0017624,0.0017624,0.0017624
20,1601.37,1.44603,0.57308,0.43756,0.95314,1.45369,0.85249,0.81609,0.82078,0.35611,0.96903,0.95911,0.98844,0.8442,2.17617,0.65746,0.10256,0.91056,1.80886,0.0017492,0.0017492,0.0017492
21,1679.75,1.4463,0.58333,0.45662,0.96722,1.43916,0.90545,0.88889,0.90555,0.45315,0.96374,0.94636,0.98204,0.85589,1.75105,0.71878,0.14453,0.8652,1.55489,0.001736,0.001736,0.001736
22,1758.28,1.39841,0.51455,0.4332,0.90585,1.40509,0.93269,0.90254,0.93778,0.51819,0.97306,0.95019,0.98413,0.89224,1.64143,0.59312,0.14674,0.83648,1.56489,0.0017228,0.0017228,0.0017228
23,1837.2,1.38006,0.48716,0.43404,0.90217,1.40337,0.86417,0.83525,0.88619,0.36589,0.97823,0.92337,0.98035,0.85413,2.14709,0.71055,0.11228,0.97071,1.86152,0.0017096,0.0017096,0.0017096
24,1916.38,1.36237,0.47491,0.41434,0.85467,1.39857,0.94046,0.91954,0.94844,0.4878,0.95045,0.95536,0.98229,0.86963,1.72902,0.70392,0.04998,0.78456,1.5679,0.0016964,0.0016964,0.0016964
25,1995.19,1.35418,0.47537,0.40686,0.83403,1.36722,0.87826,0.8016,0.85324,0.41816,0.92024,0.83991,0.91506,0.81896,1.86738,0.79579,0.10004,1.03391,1.66227,0.0016832,0.0016832,0.0016832
26,2074.12,1.38291,0.46352,0.41517,0.87741,1.39895,0.91803,0.90109,0.92766,0.48448,0.94246,0.94133,0.96329,0.87331,1.7531,0.72545,0.07363,0.8278,1.57526,0.00167,0.00167,0.00167
27,2152.53,1.34236,0.43817,0.39284,0.85148,1.35721,0.90386,0.8659,0.90357,0.46641,0.97884,0.94636,0.98733,0.89128,1.81402,0.56991,0.06042,0.7873,1.57658,0.0016568,0.0016568,0.0016568
28,2230.8,1.32901,0.45328,0.40374,0.84415,1.35124,0.93288,0.90805,0.94726,0.49998,0.9607,0.93664,0.97986,0.87841,1.71263,0.60627,0.06133,0.76357,1.54041,0.0016436,0.0016436,0.0016436
29,2309.72,1.30247,0.4271,0.39659,0.82641,1.36238,0.90314,0.89311,0.91638,0.46899,0.98004,0.9404,0.98588,0.87643,1.71956,0.57882,0.06817,0.74011,1.48922,0.0016304,0.0016304,0.0016304
30,2388.35,1.28611,0.43309,0.40013,0.83358,1.32906,0.90529,0.91556,0.93561,0.5465,0.95453,0.96521,0.98687,0.90712,1.54055,0.48068,0.08911,0.69536,1.43912,0.0016172,0.0016172,0.0016172
31,2467.01,1.29592,0.41133,0.38745,0.81,1.33604,0.89171,0.88344,0.89308,0.34345,0.96475,0.97318,0.98798,0.89833,2.20489,0.59796,0.06928,0.97949,1.82419,0.001604,0.001604,0.001604
32,2545.75,1.32042,0.43133,0.37007,0.84413,1.3439,0.92972,0.91231,0.94857,0.54448,0.93722,0.95019,0.98002,0.91627,1.52749,0.45132,0.07965,0.72949,1.44319,0.0015908,0.0015908,0.0015908
33,2624.7,1.25777,0.41675,0.37828,0.80131,1.3217,0.90368,0.90038,0.93712,0.50019,0.96515,0.9387,0.98388,0.88778,1.75782,0.5446,0.06547,0.75323,1.5619,0.0015776,0.0015776,0.0015776
34,2703.83,1.24361,0.39203,0.37942,0.76429,1.2943,0.93349,0.91188,0.94621,0.47447,0.96129,0.95154,0.97977,0.89576,1.77449,0.50557,0.05507,0.77139,1.64555,0.0015644,0.0015644,0.0015644
35,2782.33,1.27071,0.41361,0.37317,0.78089,1.30555,0.88442,0.87954,0.89596,0.42967,0.96769,0.95402,0.97677,0.88144,1.91935,0.69283,0.05805,0.79763,1.66163,0.0015512,0.0015512,0.0015512
36,2860.72,1.22127,0.37287,0.37048,0.76455,1.30336,0.92073,0.89004,0.92864,0.50656,0.98429,0.96013,0.98896,0.89797,1.71461,0.58446,0.05645,0.75966,1.60085,0.001538,0.001538,0.001538
37,2939.65,1.27687,0.34866,0.35682,0.77357,1.3251,0.90619,0.88827,0.91683,0.51491,0.93724,0.92337,0.96536,0.84788,1.54633,0.70662,0.04873,0.81029,1.47613,0.0015248,0.0015248,0.0015248
38,3018.49,1.24433,0.40105,0.37785,0.74768,1.3358,0.93153,0.93831,0.94818,0.54712,0.9648,0.97318,0.98692,0.91499,1.52453,0.46325,0.06248,0.69681,1.49456,0.0015116,0.0015116,0.0015116
39,3096.79,1.24157,0.36109,0.34938,0.74284,1.30684,0.94484,0.94253,0.95969,0.54549,0.96753,0.97701,0.98551,0.90077,1.52657,0.47273,0.04515,0.67795,1.42237,0.0014984,0.0014984,0.0014984
40,3175.38,1.22087,0.34577,0.3432,0.7585,1.29821,0.92243,0.89272,0.92757,0.54284,0.98677,0.95402,0.98818,0.91191,1.55854,0.4705,0.04582,0.69644,1.42331,0.0014852,0.0014852,0.0014852
41,3252.98,1.241,0.3888,0.35719,0.76116,1.28987,0.95587,0.95785,0.97528,0.59165,0.96559,0.9676,0.98942,0.90735,1.39121,0.5266,0.09769,0.68543,1.376,0.001472,0.001472,0.001472
42,3331.68,1.22964,0.35261,0.34819,0.75305,1.29785,0.96869,0.94835,0.96952,0.56276,0.9657,0.97701,0.99073,0.91689,1.54777,0.45418,0.09995,0.71539,1.43233,0.0014588,0.0014588,0.0014588
43,3409.99,1.24571,0.34997,0.32791,0.75678,1.33274,0.93148,0.94636,0.95809,0.56318,0.95803,0.96552,0.98708,0.90727,1.47646,0.4493,0.10863,0.6945,1.42483,0.0014456,0.0014456,0.0014456
44,3488.58,1.22473,0.34556,0.35667,0.75643,1.30567,0.97615,0.94091,0.95601,0.55131,0.98458,0.97857,0.99299,0.9212,1.50341,0.45527,0.0655,0.65931,1.42299,0.0014324,0.0014324,0.0014324
45,3567.78,1.19789,0.32516,0.32264,0.71571,1.2965,0.96395,0.94636,0.96993,0.62805,0.99209,0.96097,0.98914,0.91799,1.32203,0.48721,0.05295,0.62452,1.32229,0.0014192,0.0014192,0.0014192
46,3646.11,1.2094,0.33457,0.32348,0.70529,1.28149,0.9643,0.93135,0.95808,0.52466,0.98416,0.95237,0.98366,0.92101,1.63889,0.45426,0.07193,0.72671,1.55573,0.001406,0.001406,0.001406
47,3724.59,1.16915,0.32341,0.31814,0.71926,1.30155,0.94108,0.93487,0.952,0.56607,0.96895,0.94636,0.98405,0.91851,1.51289,0.46837,0.04569,0.72413,1.50048,0.0013928,0.0013928,0.0013928
48,3802.7,1.1696,0.32235,0.33491,0.70925,1.28216,0.96112,0.94716,0.95411,0.58604,0.97667,0.96234,0.98557,0.92629,1.41872,0.41033,0.07526,0.6538,1.40042,0.0013796,0.0013796,0.0013796
49,3881.1,1.14503,0.33427,0.33253,0.68538,1.28798,0.93946,0.94253,0.94975,0.52164,0.98172,0.98467,0.9922,0.92887,1.55494,0.43036,0.05422,0.64256,1.44731,0.0013664,0.0013664,0.0013664
50,3959.43,1.17082,0.3351,0.32773,0.70592,1.27572,0.91232,0.91695,0.94537,0.52935,0.9345,0.92926,0.97303,0.89614,1.42242,0.5002,0.07215,0.72286,1.45017,0.0013532,0.0013532,0.0013532
51,4037.76,1.15267,0.32095,0.31862,0.69967,1.29671,0.96539,0.95785,0.98154,0.59927,0.99228,0.98442,0.99318,0.93896,1.38845,0.3698,0.05338,0.60591,1.33109,0.00134,0.00134,0.00134
52,4116.11,1.13827,0.31353,0.30994,0.68699,1.25021,0.97291,0.96319,0.97153,0.59797,0.98068,0.97262,0.98938,0.93844,1.39479,0.39391,0.04278,0.60788,1.33872,0.0013268,0.0013268,0.0013268
53,4194.16,1.11355,0.304,0.30543,0.66282,1.21122,0.94567,0.9336,0.94536,0.59669,0.98844,0.98297,0.98985,0.93834,1.41964,0.45746,0.04053,0.60322,1.35366,0.0013136,0.0013136,0.0013136
54,4271.27,1.18235,0.30799,0.31555,0.69628,1.28561,0.97002,0.9387,0.95556,0.56922,0.99392,0.96169,0.98923,0.93505,1.4489,0.45112,0.03874,0.62836,1.38595,0.0013004,0.0013004,0.0013004
55,4349.52,1.16493,0.3233,0.32696,0.6771,1.2511,0.96076,0.95785,0.97337,0.63473,0.97531,0.97318,0.98866,0.9384,1.2995,0.54073,0.04076,0.57611,1.31087,0.0012872,0.0012872,0.0012872
56,4427.89,1.13373,0.29404,0.30963,0.6692,1.25469,0.95582,0.94253,0.9684,0.60002,0.979,0.96552,0.98466,0.93285,1.41099,0.45156,0.04337,0.60806,1.35456,0.001274,0.001274,0.001274
57,4506.42,1.11129,0.29321,0.30053,0.66133,1.22215,0.94084,0.94253,0.95734,0.60462,0.94357,0.96093,0.9797,0.91941,1.3358,0.56386,0.02736,0.65917,1.31882,0.0012608,0.0012608,0.0012608
58,4585.68,1.11413,0.30549,0.31736,0.66606,1.23995,0.95922,0.94253,0.9519,0.62645,0.97676,0.96635,0.98973,0.93125,1.23421,0.44488,0.06451,0.57924,1.27559,0.0012476,0.0012476,0.0012476
59,4667.44,1.11654,0.29383,0.32291,0.66878,1.25217,0.96814,0.9387,0.96315,0.60609,0.99127,0.96169,0.98874,0.93561,1.41733,0.45871,0.05965,0.60333,1.34606,0.0012344,0.0012344,0.0012344
60,4749.12,1.07638,0.28186,0.29413,0.63471,1.20449,0.95172,0.94636,0.961,0.6198,0.96713,0.96169,0.98855,0.92707,1.31567,0.4547,0.0398,0.62065,1.33175,0.0012212,0.0012212,0.0012212
61,4831.5,1.11188,0.27546,0.2791,0.65383,1.25705,0.95909,0.95785,0.97811,0.6455,0.97695,0.97701,0.98595,0.93298,1.24314,0.47762,0.0535,0.58524,1.27828,0.001208,0.001208,0.001208
62,4914.16,1.11413,0.27793,0.3058,0.67571,1.23438,0.96302,0.95402,0.97028,0.61351,0.97892,0.96935,0.9875,0.9389,1.38763,0.49481,0.02337,0.58771,1.31568,0.0011948,0.0011948,0.0011948
63,4993.08,1.10035,0.29784,0.28255,0.6725,1.22651,0.94381,0.90805,0.95734,0.62701,0.94873,0.9216,0.98084,0.93584,1.2721,0.39226,0.04304,0.62117,1.3205,0.0011816,0.0011816,0.0011816
64,5071.85,1.09852,0.29986,0.30111,0.66147,1.23466,0.96049,0.94636,0.97051,0.63657,0.98449,0.97257,0.98964,0.93604,1.23582,0.4118,0.04805,0.58762,1.27116,0.0011684,0.0011684,0.0011684
65,5145.69,1.08647,0.27836,0.29718,0.63473,1.22771,0.95748,0.94906,0.97752,0.55778,0.98085,0.98467,0.99267,0.9453,1.56052,0.37616,0.04761,0.62494,1.45972,0.0011552,0.0011552,0.0011552
66,5221.22,1.06053,0.26908,0.28819,0.63997,1.19176,0.9665,0.94636,0.95968,0.5936,0.99004,0.96935,0.9885,0.93963,1.42811,0.49507,0.03562,0.57498,1.36915,0.001142,0.001142,0.001142
67,5302.86,1.06783,0.25842,0.27148,0.62464,1.2142,0.97674,0.95402,0.97686,0.65863,0.9805,0.96342,0.99083,0.94468,1.18777,0.34038,0.05706,0.53711,1.25496,0.0011288,0.0011288,0.0011288
68,5381.94,1.07196,0.26756,0.28561,0.62861,1.21536,0.98816,0.95914,0.9758,0.65394,0.99387,0.97318,0.99147,0.94387,1.257,0.46834,0.03501,0.54499,1.27445,0.0011156,0.0011156,0.0011156
69,5465.18,1.09159,0.26177,0.28085,0.62633,1.2114,0.96525,0.95402,0.9753,0.65835,0.98098,0.96935,0.99114,0.94736,1.16928,0.36374,0.05129,0.55334,1.21792,0.0011024,0.0011024,0.0011024
70,5545.03,1.06781,0.26293,0.28535,0.63505,1.21015,0.96101,0.94439,0.97141,0.59579,0.97326,0.97632,0.99006,0.95064,1.4012,0.42722,0.04989,0.63605,1.31761,0.0010892,0.0010892,0.0010892
71,5626.66,1.05357,0.26011,0.27668,0.62955,1.20782,0.98129,0.95785,0.97328,0.66004,0.99307,0.96935,0.99106,0.95687,1.22178,0.41179,0.05578,0.59702,1.24649,0.001076,0.001076,0.001076
72,5706.74,1.09063,0.25729,0.27607,0.62822,1.21349,0.9806,0.96857,0.96918,0.64598,0.99486,0.98467,0.99328,0.94869,1.26782,0.40456,0.0402,0.57079,1.28198,0.0010628,0.0010628,0.0010628
73,5784.89,1.03524,0.25383,0.27473,0.61467,1.19628,0.96889,0.95467,0.96301,0.61536,0.99224,0.97978,0.98759,0.94443,1.33107,0.41372,0.07084,0.56326,1.28996,0.0010496,0.0010496,0.0010496
74,5864.06,1.0356,0.26064,0.28667,0.60981,1.18431,0.98895,0.96552,0.97981,0.63152,0.9884,0.97915,0.99272,0.94829,1.28471,0.45872,0.04759,0.58226,1.28016,0.0010364,0.0010364,0.0010364
75,5939.76,1.04739,0.24648,0.27055,0.60501,1.1941,0.96593,0.95402,0.96031,0.64713,0.97757,0.96552,0.98679,0.94134,1.21692,0.37381,0.06436,0.61933,1.25977,0.0010232,0.0010232,0.0010232
76,6011.68,1.03024,0.24688,0.28164,0.60259,1.19461,0.97458,0.95402,0.96479,0.65857,0.99411,0.97318,0.99092,0.94763,1.1968,0.32642,0.05875,0.53711,1.26417,0.00101,0.00101,0.00101
77,6085.99,1.05924,0.25673,0.28092,0.63291,1.21475,0.97271,0.95402,0.97291,0.6203,0.98088,0.98295,0.99148,0.95065,1.32279,0.29328,0.06141,0.53978,1.28121,0.0009968,0.0009968,0.0009968
78,6160.26,1.03404,0.24955,0.27205,0.59814,1.18162,0.97672,0.96455,0.97327,0.64488,0.98841,0.98064,0.98277,0.94796,1.26086,0.4309,0.04651,0.52662,1.25162,0.0009836,0.0009836,0.0009836
79,6232.95,1.01662,0.24243,0.25278,0.59415,1.18127,0.96503,0.95402,0.96078,0.65194,0.97229,0.96169,0.98483,0.94122,1.20354,0.39796,0.05546,0.5334,1.25498,0.0009704,0.0009704,0.0009704
80,6309.53,1.0065,0.2316,0.26056,0.59394,1.16666,0.98342,0.95785,0.95894,0.63895,0.99338,0.96935,0.98808,0.94468,1.19597,0.35609,0.03226,0.53489,1.24062,0.0009572,0.0009572,0.0009572
81,6383.68,1.02168,0.24756,0.23954,0.59102,1.15937,0.98425,0.96935,0.97721,0.6393,0.99594,0.98084,0.99217,0.95631,1.32708,0.3418,0.04097,0.56137,1.2661,0.000944,0.000944,0.000944
82,6454.55,1.01426,0.2521,0.25859,0.60206,1.16513,0.97863,0.96552,0.97148,0.63442,0.99547,0.97701,0.99287,0.95357,1.31147,0.40811,0.04321,0.53638,1.28388,0.0009308,0.0009308,0.0009308
83,6526.28,1.02351,0.24333,0.25289,0.59911,1.17545,0.97616,0.95785,0.95822,0.6475,0.99569,0.97701,0.9931,0.95865,1.18941,0.32923,0.04083,0.51402,1.21329,0.0009176,0.0009176,0.0009176
84,6599.09,1.01544,0.24552,0.23164,0.59201,1.17856,0.97967,0.96935,0.97957,0.64588,0.98834,0.97401,0.99115,0.95291,1.26347,0.3315,0.03481,0.53961,1.24307,0.0009044,0.0009044,0.0009044
85,6669.52,1.00213,0.24902,0.24763,0.58927,1.16291,0.97875,0.95785,0.96674,0.66463,0.99218,0.97225,0.98883,0.94672,1.189,0.34374,0.04324,0.52421,1.256,0.0008912,0.0008912,0.0008912
86,6742.03,0.98844,0.23235,0.24882,0.57513,1.16193,0.98351,0.96552,0.97494,0.66658,0.99132,0.97318,0.99085,0.95169,1.17649,0.32736,0.01458,0.51941,1.2291,0.000878,0.000878,0.000878
87,6813.36,0.96785,0.22449,0.23733,0.55891,1.14514,0.96503,0.95785,0.96539,0.66197,0.98647,0.98084,0.99046,0.95226,1.16252,0.32799,0.03529,0.52156,1.23086,0.0008648,0.0008648,0.0008648
88,6887.06,0.98293,0.23206,0.23785,0.56931,1.14375,0.98033,0.96552,0.96579,0.65591,0.99612,0.98467,0.99096,0.95979,1.17557,0.31474,0.02674,0.52598,1.21044,0.0008516,0.0008516,0.0008516
89,6961.88,0.98849,0.22289,0.25314,0.56326,1.18108,0.96876,0.95065,0.96159,0.66814,0.98829,0.96969,0.99143,0.95604,1.12102,0.29361,0.058,0.51751,1.19535,0.0008384,0.0008384,0.0008384
90,7032.91,1.00622,0.23709,0.25247,0.58541,1.19111,0.96513,0.95439,0.96698,0.66797,0.97692,0.9729,0.99017,0.95447,1.15066,0.33341,0.03577,0.52787,1.2129,0.0008252,0.0008252,0.0008252
91,7104.2,0.98483,0.21683,0.24224,0.57618,1.16012,0.96911,0.96151,0.9699,0.64439,0.99228,0.98444,0.99063,0.95613,1.2316,0.42691,0.02553,0.52467,1.25912,0.000812,0.000812,0.000812
92,7177.97,0.97785,0.2389,0.27871,0.57787,1.17046,0.97103,0.95785,0.96759,0.65601,0.98525,0.98467,0.99243,0.96189,1.18746,0.33035,0.03899,0.5183,1.22918,0.0007988,0.0007988,0.0007988
93,7248.81,0.95186,0.20227,0.21821,0.55372,1.14281,0.97643,0.95402,0.96821,0.64738,0.99528,0.97318,0.99158,0.95568,1.25361,0.33465,0.0244,0.52243,1.24966,0.0007856,0.0007856,0.0007856
94,7319.57,0.96729,0.21401,0.24311,0.56308,1.16485,0.96907,0.96038,0.97638,0.67328,0.98453,0.97566,0.99271,0.96059,1.13865,0.30716,0.02794,0.49206,1.21945,0.0007724,0.0007724,0.0007724
95,7391.48,0.97072,0.21872,0.22834,0.56335,1.1461,0.97441,0.95785,0.97344,0.62909,0.9939,0.97701,0.99326,0.96569,1.30283,0.2799,0.02963,0.51283,1.27173,0.0007592,0.0007592,0.0007592
96,7463.98,0.96633,0.20469,0.22176,0.56283,1.15395,0.97653,0.95648,0.96307,0.69184,0.99609,0.97563,0.99283,0.96632,1.09362,0.30554,0.05687,0.51244,1.21117,0.000746,0.000746,0.000746
97,7537.19,0.9693,0.20604,0.21931,0.55342,1.14631,0.96464,0.95785,0.96547,0.6732,0.98707,0.98084,0.99172,0.94408,1.142,0.34742,0.04224,0.51564,1.22871,0.0007328,0.0007328,0.0007328
98,7614.12,0.94795,0.20919,0.23195,0.56035,1.15857,0.9618,0.96474,0.95914,0.65716,0.98472,0.98752,0.99328,0.95925,1.23596,0.31527,0.03774,0.51022,1.27946,0.0007196,0.0007196,0.0007196
99,7690.5,0.97676,0.20958,0.23168,0.5639,1.16699,0.96267,0.95402,0.97335,0.67243,0.97704,0.9782,0.99073,0.96289,1.12842,0.32844,0.03415,0.50604,1.20425,0.0007064,0.0007064,0.0007064
100,7766.35,0.94095,0.20392,0.22754,0.54733,1.13825,0.97679,0.96169,0.98116,0.67265,0.99226,0.98285,0.99346,0.96891,1.21319,0.31098,0.02299,0.49923,1.22629,0.0006932,0.0006932,0.0006932
101,7838.63,0.95156,0.18827,0.2273,0.54412,1.14521,0.96168,0.9616,0.97287,0.69337,0.98069,0.98084,0.99079,0.96267,1.0993,0.26713,0.03276,0.49095,1.19108,0.00068,0.00068,0.00068
102,7913.05,0.91134,0.20002,0.23701,0.52886,1.12066,0.98364,0.96552,0.97774,0.69285,0.99372,0.98084,0.99346,0.97025,1.10099,0.30284,0.03655,0.46851,1.19697,0.0006668,0.0006668,0.0006668
103,7986.44,0.95411,0.20243,0.21866,0.53777,1.11958,0.97274,0.9571,0.96286,0.68709,0.99611,0.98003,0.99384,0.96683,1.10422,0.28322,0.03377,0.47898,1.17264,0.0006536,0.0006536,0.0006536
104,8063.35,0.94316,0.19319,0.2172,0.54784,1.1407,0.97664,0.96104,0.9672,0.6755,0.99533,0.97701,0.99282,0.96842,1.15252,0.31333,0.03883,0.48807,1.20724,0.0006404,0.0006404,0.0006404
105,8140.79,0.92982,0.1853,0.22437,0.53213,1.12556,0.97554,0.95785,0.97372,0.68037,0.99118,0.97318,0.99259,0.96636,1.1729,0.30054,0.04262,0.48373,1.19894,0.0006272,0.0006272,0.0006272
106,8220.4,0.91518,0.18264,0.21091,0.52148,1.12122,0.97595,0.95019,0.96193,0.68118,0.992,0.98467,0.99385,0.96365,1.13681,0.32876,0.03754,0.4909,1.19204,0.000614,0.000614,0.000614
107,8301.71,0.91731,0.1925,0.22256,0.52705,1.14012,0.97582,0.96169,0.97838,0.67363,0.99049,0.98851,0.99283,0.96938,1.20551,0.30358,0.03362,0.48382,1.18258,0.0006008,0.0006008,0.0006008
108,8381.51,0.88997,0.19048,0.21247,0.50786,1.12066,0.9792,0.95785,0.97008,0.69219,0.9961,0.97934,0.99325,0.97052,1.09371,0.29437,0.02488,0.47409,1.16846,0.0005876,0.0005876,0.0005876
109,8457.15,0.89981,0.18444,0.20989,0.52311,1.12241,0.96985,0.95019,0.95637,0.6921,0.98652,0.98851,0.99234,0.96773,1.10915,0.32105,0.03546,0.52808,1.20609,0.0005744,0.0005744,0.0005744
110,8528.21,0.93575,0.19633,0.20663,0.52836,1.14167,0.98017,0.94684,0.95954,0.69035,0.98096,0.98722,0.99313,0.97083,1.09155,0.27467,0.04658,0.48442,1.20126,0.0005612,0.0005612,0.0005612
111,8601.07,0.92413,0.20488,0.22168,0.53248,1.1159,0.98318,0.95785,0.97577,0.67709,0.99214,0.98851,0.99353,0.97033,1.17033,0.31058,0.03528,0.47132,1.20854,0.000548,0.000548,0.000548
112,8673.2,0.90549,0.20477,0.224,0.5218,1.11744,0.96898,0.95752,0.97406,0.69881,0.98819,0.98467,0.99338,0.96989,1.09347,0.29225,0.03055,0.46803,1.17075,0.0005348,0.0005348,0.0005348
113,8745.05,0.87668,0.17066,0.19088,0.50306,1.11669,0.98428,0.9598,0.97029,0.69633,0.98948,0.98084,0.99313,0.97362,1.10425,0.2914,0.03516,0.44806,1.15846,0.0005216,0.0005216,0.0005216
114,8819.56,0.88362,0.17617,0.20444,0.51443,1.12375,0.97249,0.95785,0.96689,0.67341,0.99231,0.9885,0.99287,0.97352,1.1965,0.29764,0.04272,0.46917,1.19643,0.0005084,0.0005084,0.0005084
115,8904.59,0.89336,0.18056,0.21009,0.52058,1.14087,0.9843,0.96076,0.97473,0.70349,0.99089,0.98851,0.99344,0.96688,1.08506,0.29204,0.03384,0.45897,1.15658,0.0004952,0.0004952,0.0004952
116,8986.22,0.89969,0.18562,0.1982,0.50407,1.08878,0.98007,0.96169,0.96708,0.6998,0.99572,0.97701,0.99325,0.96616,1.1122,0.28778,0.02877,0.4432,1.16242,0.000482,0.000482,0.000482
117,9066.44,0.87476,0.18411,0.20023,0.49454,1.0819,0.98437,0.96519,0.97159,0.69828,0.99609,0.97665,0.99318,0.97172,1.11315,0.29393,0.02922,0.45537,1.15878,0.0004688,0.0004688,0.0004688
118,9147.97,0.89615,0.17834,0.20159,0.51083,1.09832,0.97209,0.95402,0.95755,0.69976,0.99611,0.98075,0.99254,0.96724,1.06049,0.30616,0.03853,0.45867,1.14378,0.0004556,0.0004556,0.0004556
119,9228.49,0.86256,0.17414,0.21675,0.5082,1.12149,0.97498,0.95402,0.9652,0.69096,0.99456,0.97318,0.99337,0.97313,1.10301,0.28294,0.03173,0.44777,1.15991,0.0004424,0.0004424,0.0004424
