epoch,time,train/box_loss,train/pose_loss,train/kobj_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(P),metrics/recall(P),metrics/mAP50(P),metrics/mAP50-95(P),val/box_loss,val/pose_loss,val/kobj_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
120,9308.49,0.86438,0.17209,0.1928,0.49959,1.12646,0.9792,0.95785,0.96978,0.67982,0.99609,0.97669,0.99272,0.96959,1.14656,0.2884,0.02897,0.46425,1.1704,0.0004292,0.0004292,0.0004292
121,9390.13,0.87236,0.17019,0.20822,0.48992,1.09628,0.97932,0.95785,0.9691,0.6829,0.99576,0.98084,0.99223,0.97186,1.12317,0.28435,0.02813,0.45334,1.17046,0.000416,0.000416,0.000416
122,9471.31,0.8762,0.1724,0.19761,0.49774,1.1114,0.97184,0.95019,0.9674,0.69436,0.99218,0.97232,0.99204,0.96987,1.05805,0.27251,0.02923,0.44727,1.14764,0.0004028,0.0004028,0.0004028
123,9551.91,0.87031,0.18748,0.19355,0.49516,1.09107,0.97973,0.95785,0.9705,0.70567,0.99609,0.97622,0.99303,0.97624,1.06974,0.26149,0.03251,0.42919,1.1501,0.0003896,0.0003896,0.0003896
124,9633.89,0.86252,0.16936,0.19337,0.4795,1.07011,0.98334,0.96552,0.97081,0.6761,0.99612,0.98431,0.9925,0.96896,1.17585,0.30049,0.03665,0.47154,1.19053,0.0003764,0.0003764,0.0003764
125,9716.53,0.84747,0.16894,0.17965,0.48352,1.09433,0.98,0.95402,0.96939,0.7055,0.99221,0.97577,0.99228,0.96948,1.0505,0.28807,0.03281,0.46708,1.16161,0.0003632,0.0003632,0.0003632
126,9797.74,0.86003,0.16723,0.17404,0.47933,1.09753,0.97602,0.96169,0.97857,0.70402,0.99502,0.98084,0.9928,0.96926,1.05026,0.26906,0.02994,0.44551,1.14181,0.00035,0.00035,0.00035
127,9877.9,0.85718,0.16128,0.19411,0.47609,1.10256,0.97852,0.96169,0.96765,0.69481,0.99534,0.98084,0.9929,0.96772,1.10515,0.29233,0.03529,0.46181,1.16455,0.0003368,0.0003368,0.0003368
128,9959.99,0.84066,0.16401,0.19251,0.47316,1.09026,0.97208,0.95785,0.95942,0.69093,0.99449,0.98084,0.99271,0.9726,1.13963,0.27466,0.02888,0.46264,1.17653,0.0003236,0.0003236,0.0003236
129,10044.8,0.85452,0.15905,0.1793,0.47365,1.10834,0.97584,0.95785,0.9597,0.70433,0.99611,0.98084,0.99072,0.96794,1.06347,0.29592,0.03456,0.44371,1.15799,0.0003104,0.0003104,0.0003104
130,10127.6,0.84063,0.17168,0.18234,0.47471,1.10713,0.97464,0.95402,0.96501,0.71552,0.99416,0.97318,0.99234,0.97356,1.04269,0.27661,0.02526,0.43575,1.15045,0.0002972,0.0002972,0.0002972
131,10210,0.83451,0.15703,0.16992,0.47617,1.08006,0.97948,0.95785,0.96738,0.70961,0.99564,0.97701,0.99266,0.97243,1.07226,0.26144,0.02724,0.44217,1.17304,0.000284,0.000284,0.000284
132,10292.9,0.85028,0.17762,0.19619,0.49548,1.10389,0.97416,0.95019,0.96859,0.70992,0.9961,0.97924,0.99341,0.97577,1.05899,0.25465,0.02825,0.44395,1.16124,0.0002708,0.0002708,0.0002708
133,10375.3,0.85012,0.16515,0.18976,0.47981,1.08841,0.97216,0.95785,0.97372,0.71311,0.99228,0.98438,0.99294,0.97418,1.06175,0.23988,0.03351,0.44881,1.15849,0.0002576,0.0002576,0.0002576
134,10457.3,0.84979,0.16919,0.18329,0.47583,1.09856,0.97869,0.95785,0.96958,0.71441,0.9961,0.97984,0.99331,0.97399,1.05778,0.23949,0.02987,0.436,1.15787,0.0002444,0.0002444,0.0002444
135,10539.6,0.82564,0.15906,0.17379,0.4627,1.05539,0.98341,0.96169,0.96914,0.70929,0.99127,0.98467,0.99349,0.97242,1.057,0.24556,0.03022,0.4427,1.15816,0.0002312,0.0002312,0.0002312
136,10621.6,0.82296,0.17035,0.18138,0.4732,1.05625,0.97256,0.95785,0.95925,0.70082,0.98841,0.98029,0.99312,0.97064,1.06736,0.24726,0.03041,0.44867,1.1708,0.000218,0.000218,0.000218
137,10703.1,0.83221,0.16217,0.17474,0.46653,1.06572,0.98009,0.95785,0.96791,0.70737,0.9923,0.98715,0.9924,0.97166,1.0435,0.25084,0.02716,0.43718,1.15502,0.0002048,0.0002048,0.0002048
138,10783.9,0.80025,0.14171,0.17007,0.45361,1.06246,0.97555,0.95402,0.96454,0.70425,0.99517,0.97318,0.99219,0.97244,1.05295,0.23798,0.0374,0.43746,1.15548,0.0001916,0.0001916,0.0001916
139,10863.4,0.82739,0.15081,0.1709,0.47024,1.07683,0.97528,0.95402,0.96622,0.71384,0.99609,0.97631,0.99186,0.97316,1.03007,0.25854,0.03416,0.44245,1.14901,0.0001784,0.0001784,0.0001784
140,10941.4,0.79318,0.13653,0.16609,0.46043,1.07669,0.97011,0.95402,0.96539,0.71412,0.99566,0.98084,0.9923,0.9758,1.03432,0.25824,0.0276,0.43161,1.14786,0.0001652,0.0001652,0.0001652
141,11014.5,0.72948,0.11637,0.07198,0.35602,1.10751,0.98267,0.95785,0.96822,0.71013,0.99551,0.98084,0.99247,0.97415,1.00627,0.28065,0.02542,0.4583,1.15427,0.000152,0.000152,0.000152
142,11090.1,0.7157,0.12132,0.0638,0.35194,1.08269,0.98376,0.96169,0.97684,0.69409,0.99226,0.9826,0.99199,0.97346,1.10266,0.27293,0.02671,0.4611,1.17156,0.0001388,0.0001388,0.0001388
143,11162.1,0.70843,0.11325,0.0622,0.35266,1.11317,0.98364,0.96169,0.97185,0.70785,0.9954,0.97318,0.99276,0.97471,1.07354,0.26447,0.02768,0.44885,1.15779,0.0001256,0.0001256,0.0001256
144,11233.9,0.69087,0.11714,0.04906,0.33801,1.09152,0.98377,0.96169,0.96855,0.72011,0.99609,0.97634,0.99242,0.97315,1.02164,0.23727,0.03815,0.44462,1.15074,0.0001124,0.0001124,0.0001124
145,11305.5,0.68981,0.11058,0.0447,0.34151,1.10169,0.97648,0.95422,0.96828,0.72131,0.99216,0.96955,0.99268,0.97478,1.01012,0.24773,0.02972,0.45584,1.14635,9.92e-05,9.92e-05,9.92e-05
146,11376.8,0.6718,0.106,0.03994,0.32831,1.04679,0.98021,0.96169,0.97885,0.72226,0.99221,0.97628,0.99248,0.97191,1.00174,0.25694,0.02615,0.44492,1.14609,8.6e-05,8.6e-05,8.6e-05
147,11446.7,0.67588,0.1134,0.06388,0.3365,1.10025,0.97986,0.95785,0.96978,0.70866,0.98811,0.98467,0.99249,0.97209,1.04345,0.25575,0.02722,0.45275,1.15466,7.28e-05,7.28e-05,7.28e-05
148,11517.6,0.66427,0.10705,0.05247,0.3359,1.083,0.9843,0.96109,0.97865,0.718,0.99608,0.97253,0.99196,0.97228,1.01131,0.2427,0.03012,0.44833,1.14526,5.96e-05,5.96e-05,5.96e-05
149,11587.9,0.67076,0.11351,0.0625,0.33536,1.08752,0.98288,0.96169,0.97748,0.71545,0.99463,0.97318,0.99188,0.97203,1.00421,0.24266,0.02877,0.44018,1.13716,4.64e-05,4.64e-05,4.64e-05
150,11658.1,0.67139,0.10562,0.04303,0.33265,1.08315,0.97969,0.95785,0.9754,0.72154,0.99538,0.97318,0.99234,0.97325,0.9992,0.24144,0.0283,0.44834,1.14048,3.32e-05,3.32e-05,3.32e-05
