epoch,time,train/box_loss,train/pose_loss,train/kobj_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(P),metrics/recall(P),metrics/mAP50(P),metrics/mAP50-95(P),val/box_loss,val/pose_loss,val/kobj_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
13,1089.2,1.58501,0.67477,0.48419,1.08237,1.5621,0.82141,0.85924,0.87615,0.36015,0.95004,0.86081,0.95516,0.80379,1.96007,0.76961,0.0684,1.00152,1.78596,0.0018416,0.0018416,0.0018416
14,1170.39,1.49637,0.63193,0.49755,1.01691,1.44336,0.84393,0.78022,0.80637,0.26378,0.94998,0.90435,0.95639,0.78235,2.38424,0.79582,0.15959,1.58253,2.03328,0.0018284,0.0018284,0.0018284
15,1252.83,1.49014,0.62049,0.47794,0.98001,1.43814,0.88965,0.82691,0.86953,0.34545,0.93434,0.93821,0.97655,0.84589,2.10172,0.67539,0.09182,0.97179,1.83382,0.0018152,0.0018152,0.0018152
16,1334.8,1.50236,0.62994,0.46822,1.01819,1.50748,0.88128,0.84295,0.87252,0.3617,0.94186,0.94953,0.96646,0.81817,1.97054,0.701,0.05955,0.89418,1.7844,0.001802,0.001802,0.001802
17,1417.48,1.5195,0.61896,0.47837,1.02386,1.48109,0.90073,0.86416,0.91664,0.45376,0.9248,0.90088,0.95898,0.84148,1.72817,0.70583,0.13836,0.9334,1.58968,0.0017888,0.0017888,0.0017888
18,1499.14,1.48792,0.60277,0.46779,1.00374,1.44827,0.75839,0.69597,0.69727,0.21761,0.88122,0.80952,0.90028,0.78513,2.40496,0.81947,0.14625,1.85294,2.21883,0.0017756,0.0017756,0.0017756
19,1581.14,1.43594,0.53451,0.44198,0.93856,1.44384,0.76729,0.78388,0.78551,0.28414,0.869,0.87478,0.93018,0.84882,2.25631,0.60732,0.07416,1.23085,1.9626,0.0017624,0.0017624,0.0017624
20,1663.33,1.42895,0.52631,0.42175,0.93388,1.39978,0.93036,0.90842,0.93312,0.49979,0.97827,0.95604,0.98468,0.88319,1.63175,0.55788,0.05457,0.75421,1.4996,0.0017492,0.0017492,0.0017492
21,1746.2,1.40686,0.55361,0.43536,0.92629,1.39887,0.9472,0.93407,0.9616,0.54132,0.97397,0.95949,0.98317,0.89707,1.52944,0.57248,0.05842,0.67709,1.46856,0.001736,0.001736,0.001736
22,1835.6,1.39659,0.51,0.45131,0.92615,1.41489,0.9254,0.89377,0.94068,0.52904,0.95951,0.92308,0.97866,0.90134,1.46742,0.50446,0.0725,0.74416,1.41406,0.0017228,0.0017228,0.0017228
23,1942.44,1.40518,0.50521,0.424,0.89889,1.39915,0.91629,0.89744,0.92943,0.49363,0.94702,0.92674,0.96226,0.88104,1.53807,0.54334,0.06804,0.79825,1.48037,0.0017096,0.0017096,0.0017096
24,2051.92,1.4406,0.53447,0.42253,0.90194,1.41973,0.94037,0.92431,0.9522,0.48566,0.98509,0.96812,0.99159,0.90286,1.80352,0.4608,0.0609,0.73512,1.577,0.0016964,0.0016964,0.0016964
25,2168.3,1.34168,0.47341,0.41236,0.85389,1.34837,0.93657,0.92674,0.94505,0.50065,0.96677,0.95971,0.98706,0.9087,1.66447,0.47318,0.03328,0.80684,1.57341,0.0016832,0.0016832,0.0016832
26,2283.69,1.32607,0.45228,0.40103,0.85039,1.35022,0.92639,0.92201,0.9457,0.50845,0.96817,0.95238,0.98117,0.90373,1.67315,0.5182,0.04986,0.70825,1.53183,0.00167,0.00167,0.00167
27,2397.44,1.3288,0.46136,0.39706,0.85193,1.34348,0.9294,0.92308,0.96216,0.55842,0.94948,0.94505,0.98433,0.91617,1.42051,0.43085,0.05397,0.69172,1.42895,0.0016568,0.0016568,0.0016568
28,2512.01,1.35012,0.43266,0.39077,0.85796,1.38041,0.94813,0.95604,0.9802,0.58814,0.96725,0.97381,0.99093,0.92219,1.39622,0.42922,0.09814,0.64501,1.37236,0.0016436,0.0016436,0.0016436
29,2628.56,1.34308,0.42088,0.38967,0.82088,1.36423,0.92745,0.65556,0.73377,0.40337,0.94024,0.69231,0.81317,0.74426,1.78697,0.70086,0.11439,1.40234,1.69359,0.0016304,0.0016304,0.0016304
30,2741.68,1.34534,0.43473,0.3655,0.8341,1.34949,0.95134,0.93107,0.969,0.55778,0.98163,0.9707,0.99284,0.93621,1.50305,0.37548,0.03507,0.67286,1.43384,0.0016172,0.0016172,0.0016172
31,2851.33,1.32323,0.44202,0.38042,0.81963,1.33851,0.90777,0.89744,0.9279,0.5213,0.96317,0.95238,0.98925,0.90414,1.59879,0.46557,0.03382,0.68267,1.46082,0.001604,0.001604,0.001604
32,2958.33,1.29532,0.40879,0.37423,0.81827,1.33442,0.95513,0.93577,0.97373,0.57213,0.98124,0.95822,0.99103,0.91089,1.45942,0.45779,0.05505,0.63277,1.36591,0.0015908,0.0015908,0.0015908
33,3059.8,1.26355,0.41407,0.36379,0.79162,1.3147,0.93221,0.94872,0.97249,0.51777,0.95379,0.97436,0.98848,0.91182,1.57511,0.43012,0.05367,0.65221,1.50074,0.0015776,0.0015776,0.0015776
34,3156.75,1.30824,0.42531,0.33479,0.80146,1.35651,0.96228,0.93451,0.96851,0.58147,0.97407,0.96312,0.98936,0.92992,1.39177,0.39908,0.05622,0.63952,1.38111,0.0015644,0.0015644,0.0015644
35,3249.87,1.29911,0.41398,0.35267,0.80346,1.35188,0.94076,0.93076,0.97053,0.60867,0.94856,0.95604,0.98691,0.92157,1.35448,0.41578,0.08237,0.66764,1.35256,0.0015512,0.0015512,0.0015512
36,3331.2,1.27627,0.37122,0.35772,0.77882,1.31018,0.9453,0.94959,0.98131,0.57346,0.97234,0.96337,0.99112,0.92861,1.49148,0.41768,0.04226,0.66897,1.42771,0.001538,0.001538,0.001538
37,3413.08,1.28135,0.37948,0.34207,0.77846,1.30784,0.93025,0.92819,0.93967,0.47561,0.98653,0.97436,0.99281,0.93558,1.74933,0.37762,0.05364,0.66689,1.54762,0.0015248,0.0015248,0.0015248
38,3493.24,1.24091,0.38268,0.34544,0.77406,1.29071,0.91287,0.96703,0.96826,0.60266,0.92057,0.97436,0.97533,0.90638,1.32773,0.39499,0.04164,0.64329,1.3726,0.0015116,0.0015116,0.0015116
39,3570.85,1.25967,0.3992,0.34245,0.78385,1.28962,0.97784,0.93407,0.97202,0.60533,0.97372,0.95018,0.98059,0.93523,1.34861,0.37219,0.05795,0.65091,1.36595,0.0014984,0.0014984,0.0014984
40,3649.66,1.21956,0.35517,0.31468,0.7648,1.30613,0.94169,0.9304,0.96877,0.55967,0.96887,0.95604,0.98866,0.94466,1.47415,0.31434,0.05463,0.65183,1.40568,0.0014852,0.0014852,0.0014852
41,3727.35,1.21722,0.38047,0.32161,0.74107,1.26175,0.95927,0.96337,0.98956,0.63711,0.96715,0.9706,0.99161,0.94144,1.27673,0.34425,0.03503,0.58835,1.30487,0.001472,0.001472,0.001472
42,3805.04,1.23121,0.38031,0.32736,0.75531,1.29583,0.95959,0.95681,0.98202,0.64156,0.97169,0.9707,0.99194,0.94208,1.23467,0.34953,0.05204,0.5995,1.26977,0.0014588,0.0014588,0.0014588
43,3881.66,1.24595,0.36416,0.3393,0.77207,1.3046,0.93752,0.93446,0.96298,0.5593,0.93477,0.96703,0.97827,0.93824,1.49118,0.33878,0.04473,0.65619,1.4225,0.0014456,0.0014456,0.0014456
44,3958.45,1.1574,0.33443,0.3157,0.72678,1.25715,0.97547,0.94505,0.97967,0.61833,0.97308,0.96337,0.99102,0.94003,1.31685,0.36769,0.03614,0.58455,1.32073,0.0014324,0.0014324,0.0014324
45,4034.7,1.18275,0.34992,0.30393,0.70307,1.2814,0.97011,0.9512,0.99011,0.65446,0.97381,0.95327,0.99082,0.93692,1.17544,0.40423,0.03912,0.57108,1.24378,0.0014192,0.0014192,0.0014192
46,4111.59,1.21202,0.3533,0.32181,0.73539,1.29594,0.96288,0.95238,0.98117,0.53821,0.97775,0.96703,0.99289,0.95711,1.56847,0.33105,0.05639,0.61171,1.46175,0.001406,0.001406,0.001406
47,4190.66,1.19083,0.34976,0.31093,0.72053,1.26797,0.93621,0.91209,0.95222,0.58021,0.9692,0.94872,0.9874,0.9375,1.40081,0.3307,0.0349,0.66102,1.36892,0.0013928,0.0013928,0.0013928
48,4269.07,1.18318,0.32774,0.33453,0.72495,1.27542,0.97782,0.96874,0.99159,0.61748,0.98349,0.97436,0.99238,0.93639,1.32357,0.33027,0.03308,0.5693,1.30736,0.0013796,0.0013796,0.0013796
49,4345.69,1.17231,0.32596,0.31663,0.70509,1.24829,0.93295,0.95604,0.96843,0.57328,0.9787,0.96337,0.99254,0.95201,1.44069,0.35948,0.05318,0.60588,1.37721,0.0013664,0.0013664,0.0013664
50,4423.04,1.21032,0.3434,0.3142,0.74009,1.28496,0.98513,0.971,0.99297,0.62505,0.98356,0.97802,0.99415,0.94773,1.27973,0.3314,0.03094,0.54931,1.31032,0.0013532,0.0013532,0.0013532
51,4499.9,1.18517,0.31134,0.30473,0.72748,1.27365,0.95301,0.96573,0.9724,0.5695,0.9783,0.99067,0.99399,0.94045,1.41016,0.34457,0.03821,0.61602,1.36213,0.00134,0.00134,0.00134
52,4575.95,1.17888,0.33663,0.29149,0.69718,1.24007,0.97753,0.98168,0.98212,0.60463,0.99278,0.99634,0.995,0.94725,1.33256,0.30466,0.04647,0.57505,1.32257,0.0013268,0.0013268,0.0013268
53,4653.28,1.17417,0.32542,0.32075,0.69145,1.25635,0.95931,0.94996,0.97804,0.61278,0.97416,0.96649,0.99137,0.94897,1.32933,0.30687,0.05061,0.65187,1.34592,0.0013136,0.0013136,0.0013136
54,4732.45,1.15552,0.31976,0.29143,0.67863,1.23043,0.97796,0.97527,0.99095,0.65263,0.9853,0.98197,0.99336,0.94784,1.20497,0.34982,0.0481,0.56229,1.26407,0.0013004,0.0013004,0.0013004
55,4811.92,1.13123,0.31438,0.30616,0.6777,1.25717,0.9567,0.95971,0.98589,0.65765,0.9663,0.95971,0.98915,0.94621,1.17362,0.35977,0.04361,0.54771,1.23765,0.0012872,0.0012872,0.0012872
56,4889.1,1.14965,0.33287,0.30669,0.69122,1.23852,0.97105,0.97802,0.991,0.64635,0.98288,0.98901,0.99433,0.96157,1.23528,0.27763,0.03567,0.53059,1.24424,0.001274,0.001274,0.001274
57,4965.55,1.14657,0.30349,0.27996,0.69449,1.25006,0.98138,0.9655,0.99095,0.6687,0.98465,0.97436,0.99358,0.96493,1.13787,0.23593,0.0455,0.52185,1.21156,0.0012608,0.0012608,0.0012608
58,5042.3,1.12032,0.28781,0.2714,0.68664,1.23256,0.96672,0.95753,0.9807,0.63864,0.97046,0.9626,0.99196,0.943,1.21872,0.34904,0.02598,0.54512,1.28202,0.0012476,0.0012476,0.0012476
59,5119.13,1.16206,0.3091,0.27403,0.68131,1.24085,0.95978,0.96151,0.97816,0.66294,0.97806,0.97983,0.99254,0.95954,1.17209,0.27726,0.03323,0.53168,1.26855,0.0012344,0.0012344,0.0012344
60,5195.72,1.12198,0.28893,0.27016,0.68181,1.25463,0.97016,0.95971,0.98606,0.66381,0.97779,0.96767,0.99127,0.95441,1.16691,0.27301,0.03412,0.55841,1.25999,0.0012212,0.0012212,0.0012212
61,5273.89,1.11926,0.28684,0.25607,0.6584,1.23288,0.94541,0.94872,0.97503,0.60088,0.94906,0.95238,0.98422,0.9443,1.33139,0.31501,0.05467,0.60804,1.3555,0.001208,0.001208,0.001208
62,5351.63,1.14665,0.2994,0.29242,0.69322,1.27464,0.95938,0.97436,0.9786,0.65309,0.98168,0.98149,0.99446,0.95283,1.21049,0.30832,0.06549,0.53331,1.25944,0.0011948,0.0011948,0.0011948
63,5432.01,1.09445,0.29158,0.28847,0.66969,1.23476,0.96398,0.98026,0.98834,0.69004,0.98189,0.97436,0.99422,0.96072,1.10742,0.31599,0.04663,0.50591,1.20031,0.0011816,0.0011816,0.0011816
64,5518.92,1.09077,0.29331,0.27485,0.65745,1.21146,0.97751,0.95543,0.9801,0.66313,0.98465,0.9707,0.99367,0.95943,1.18039,0.29557,0.03134,0.51757,1.23663,0.0011684,0.0011684,0.0011684
65,5607.51,1.09968,0.28389,0.26501,0.65302,1.21284,0.95137,0.96337,0.96549,0.62727,0.97121,0.98844,0.99111,0.95435,1.24798,0.32198,0.04344,0.5465,1.30128,0.0011552,0.0011552,0.0011552
66,5698.13,1.11658,0.27402,0.26763,0.67614,1.26098,0.97074,0.97214,0.97883,0.67327,0.98903,0.99041,0.99437,0.96753,1.14812,0.25224,0.02359,0.49091,1.18354,0.001142,0.001142,0.001142
67,5788.18,1.08279,0.26109,0.2656,0.64692,1.22002,0.97656,0.97802,0.98135,0.67199,0.98753,0.98901,0.99418,0.95942,1.15225,0.30653,0.03671,0.51628,1.2373,0.0011288,0.0011288,0.0011288
68,5874.2,1.07955,0.27049,0.2697,0.6413,1.20693,0.98341,0.98168,0.98598,0.63131,0.99809,0.99634,0.995,0.96309,1.28582,0.24133,0.04255,0.51839,1.24897,0.0011156,0.0011156,0.0011156
69,5952.27,1.0887,0.28449,0.26593,0.64624,1.20618,0.98826,0.98168,0.9932,0.68107,0.99596,0.98901,0.99493,0.96327,1.13385,0.24337,0.04738,0.50248,1.18352,0.0011024,0.0011024,0.0011024
70,6030.41,1.07133,0.25111,0.25412,0.62872,1.2038,0.95216,0.94777,0.98262,0.6713,0.9669,0.96295,0.99267,0.96012,1.14257,0.26876,0.03406,0.51758,1.20849,0.0010892,0.0010892,0.0010892
71,6108.91,1.05746,0.27954,0.25267,0.62187,1.17597,0.97041,0.96095,0.98614,0.69486,0.9852,0.9756,0.99446,0.96524,1.06083,0.26961,0.04444,0.50024,1.16707,0.001076,0.001076,0.001076
72,6189.48,1.06343,0.24685,0.25435,0.62701,1.21332,0.95627,0.96123,0.98561,0.69695,0.97006,0.95971,0.98975,0.95441,1.05009,0.32752,0.02621,0.5127,1.14585,0.0010628,0.0010628,0.0010628
73,6266.85,1.05095,0.25989,0.26138,0.62588,1.19063,0.97574,0.96703,0.98405,0.65028,0.99053,0.98168,0.99457,0.96195,1.21665,0.25989,0.04273,0.50643,1.23411,0.0010496,0.0010496,0.0010496
74,6356.15,1.07028,0.27996,0.26368,0.65961,1.19005,0.98256,0.96703,0.98993,0.67956,0.99001,0.97436,0.99428,0.96937,1.1256,0.2569,0.04616,0.50465,1.19696,0.0010364,0.0010364,0.0010364
75,6443.33,1.07006,0.28549,0.25638,0.63984,1.19583,0.98139,0.96562,0.99093,0.71227,0.98883,0.97275,0.99364,0.9663,1.0702,0.2476,0.03632,0.49204,1.16887,0.0010232,0.0010232,0.0010232
76,6527.39,1.08077,0.26537,0.25422,0.62981,1.18764,0.98275,0.98168,0.9881,0.64186,0.99987,0.98901,0.99496,0.96559,1.26669,0.2532,0.03664,0.49452,1.264,0.00101,0.00101,0.00101
77,6605.68,1.07544,0.29203,0.25399,0.63964,1.19935,0.96777,0.97802,0.97781,0.69674,0.98251,0.99267,0.99413,0.96553,1.05615,0.23102,0.05151,0.47298,1.1471,0.0009968,0.0009968,0.0009968
78,6686.35,1.05392,0.251,0.23208,0.61486,1.19964,0.98534,0.98502,0.98612,0.68474,0.99634,0.996,0.995,0.96874,1.12878,0.22141,0.051,0.4815,1.18644,0.0009836,0.0009836,0.0009836
79,6767.53,1.0507,0.24178,0.25201,0.62225,1.19226,0.98518,0.97375,0.98984,0.66985,0.99259,0.98107,0.99398,0.96828,1.18132,0.2289,0.04171,0.4855,1.22819,0.0009704,0.0009704,0.0009704
80,6849.71,1.04104,0.25158,0.24645,0.61141,1.17558,0.98161,0.97802,0.98105,0.65194,0.99266,0.99101,0.99478,0.96585,1.22013,0.24043,0.02626,0.49919,1.19454,0.0009572,0.0009572,0.0009572
81,6931.95,1.03031,0.23486,0.25297,0.60785,1.20422,0.97774,0.97436,0.99082,0.69388,0.98742,0.98535,0.99453,0.96937,1.10291,0.22932,0.03946,0.48327,1.16785,0.000944,0.000944,0.000944
82,7013.18,1.03246,0.2451,0.24555,0.61354,1.17234,0.98432,0.98535,0.9916,0.67665,0.9953,0.99634,0.99496,0.96767,1.14764,0.23254,0.04507,0.4718,1.16717,0.0009308,0.0009308,0.0009308
83,7093.91,1.0255,0.25296,0.23006,0.61111,1.18467,0.98745,0.97436,0.99259,0.68793,0.99858,0.98535,0.99489,0.96973,1.10615,0.2284,0.03156,0.45498,1.15989,0.0009176,0.0009176,0.0009176
84,7175.57,1.01462,0.21939,0.24613,0.61551,1.19466,0.98133,0.9707,0.98737,0.69923,0.99247,0.98168,0.99482,0.96984,1.07518,0.21917,0.02733,0.46461,1.17254,0.0009044,0.0009044,0.0009044
85,7260.07,1.03907,0.24852,0.23416,0.6137,1.19963,0.97957,0.9707,0.98918,0.69311,0.99045,0.98168,0.99451,0.9669,1.11644,0.24502,0.02623,0.4965,1.21525,0.0008912,0.0008912,0.0008912
86,7339.97,1.02799,0.2386,0.22854,0.59766,1.18326,0.98409,0.9707,0.98995,0.69947,0.99152,0.97802,0.99409,0.9682,1.05917,0.25241,0.02296,0.51216,1.176,0.000878,0.000878,0.000878
87,7413.58,1.03204,0.24485,0.2559,0.61157,1.17134,0.99203,0.98535,0.99372,0.70471,0.99941,0.99267,0.995,0.9691,1.05271,0.21111,0.02493,0.48127,1.12,0.0008648,0.0008648,0.0008648
88,7487.26,0.98704,0.23142,0.2394,0.5847,1.16203,0.99258,0.98059,0.99183,0.65428,1,0.98791,0.99493,0.9696,1.19866,0.24323,0.01513,0.48369,1.20581,0.0008516,0.0008516,0.0008516
89,7560.72,0.98666,0.24114,0.22494,0.57565,1.14975,0.98429,0.98168,0.99258,0.71634,0.9953,0.99267,0.99496,0.97185,1.01352,0.21182,0.02147,0.45181,1.13085,0.0008384,0.0008384,0.0008384
90,7634.72,1.01045,0.24385,0.25743,0.59747,1.19043,0.98897,0.98168,0.99331,0.6777,0.99635,0.98901,0.99471,0.97387,1.14315,0.20567,0.01891,0.49208,1.17978,0.0008252,0.0008252,0.0008252
91,7708.5,0.96057,0.22022,0.21654,0.55918,1.15637,0.97454,0.98148,0.99218,0.69177,0.98181,0.98881,0.99418,0.97187,1.08856,0.19696,0.03135,0.47218,1.16755,0.000812,0.000812,0.000812
92,7782.5,0.99129,0.22191,0.23122,0.57371,1.17458,0.98171,0.98306,0.99428,0.68888,0.98537,0.98672,0.99442,0.97286,1.11358,0.20598,0.02624,0.47849,1.16269,0.0007988,0.0007988,0.0007988
93,7856.66,0.98978,0.22279,0.24038,0.58495,1.15403,0.97391,0.97436,0.9909,0.68529,0.98867,0.98901,0.99449,0.97234,1.13415,0.20319,0.01609,0.46711,1.16881,0.0007856,0.0007856,0.0007856
94,7930.41,0.9659,0.22128,0.23017,0.57089,1.13964,0.98472,0.98535,0.99211,0.71069,0.9957,0.99634,0.995,0.97619,1.06977,0.18801,0.04072,0.45992,1.16015,0.0007724,0.0007724,0.0007724
95,8004.03,0.95644,0.2148,0.21389,0.56114,1.13183,0.98074,0.98168,0.99217,0.705,0.99172,0.99267,0.99493,0.97197,1.06088,0.19691,0.03397,0.45605,1.14171,0.0007592,0.0007592,0.0007592
96,8077.77,0.96212,0.22039,0.20052,0.55536,1.14791,0.98325,0.97802,0.99256,0.71805,0.9933,0.98901,0.99478,0.97338,1.03353,0.19778,0.02817,0.45118,1.10999,0.000746,0.000746,0.000746
97,8151.35,0.97079,0.21988,0.21932,0.54778,1.14922,0.98788,0.98901,0.99384,0.67816,0.99154,0.99267,0.99485,0.97346,1.1206,0.19916,0.02729,0.45739,1.15179,0.0007328,0.0007328,0.0007328
98,8225.06,0.95494,0.20854,0.20077,0.56045,1.12,0.99131,0.98901,0.99405,0.68022,0.99498,0.99267,0.995,0.96981,1.12469,0.19873,0.04448,0.46488,1.14372,0.0007196,0.0007196,0.0007196
99,8298.94,0.9569,0.21836,0.20656,0.56402,1.13294,0.98257,0.98901,0.99441,0.69313,0.98257,0.98901,0.99441,0.97645,1.10422,0.202,0.03782,0.46661,1.16536,0.0007064,0.0007064,0.0007064
100,8372.69,0.93211,0.20896,0.20623,0.54784,1.13149,0.99265,0.98988,0.99482,0.7087,0.99265,0.98988,0.99482,0.97493,1.05559,0.18693,0.02917,0.45494,1.15666,0.0006932,0.0006932,0.0006932
101,8446.88,0.94445,0.20053,0.20903,0.54533,1.14881,0.97242,0.98535,0.98984,0.723,0.99385,0.98168,0.99467,0.97074,1.00458,0.20372,0.0408,0.45311,1.13551,0.00068,0.00068,0.00068
102,8520.56,0.94487,0.21714,0.22848,0.54607,1.10497,0.99502,0.98535,0.99256,0.71319,0.99872,0.98901,0.99496,0.97474,1.02297,0.18335,0.03465,0.43356,1.12152,0.0006668,0.0006668,0.0006668
103,8594.4,0.97612,0.21102,0.21926,0.5506,1.13983,0.99116,0.98535,0.99166,0.68992,0.99853,0.99267,0.995,0.9756,1.09591,0.17419,0.04678,0.44247,1.1415,0.0006536,0.0006536,0.0006536
104,8668.26,0.92619,0.19181,0.20952,0.53268,1.13958,0.98842,0.98168,0.99264,0.71416,0.99948,0.99267,0.995,0.97771,0.98535,0.19176,0.0478,0.44558,1.11116,0.0006404,0.0006404,0.0006404
105,8742.26,0.94575,0.21258,0.20537,0.54979,1.14444,0.98156,0.98168,0.99096,0.73202,0.99632,0.9926,0.99496,0.97674,0.94556,0.17509,0.03379,0.42889,1.09519,0.0006272,0.0006272,0.0006272
106,8819.43,0.9284,0.19729,0.21386,0.54272,1.12025,0.98236,0.98168,0.99324,0.72071,0.99448,0.99267,0.99496,0.97828,0.99142,0.16824,0.04694,0.42353,1.11484,0.000614,0.000614,0.000614
107,8893.47,0.91448,0.18894,0.21238,0.53322,1.12247,0.98901,0.98862,0.99296,0.7398,0.99634,0.9959,0.995,0.97595,0.94613,0.16649,0.02725,0.41453,1.09039,0.0006008,0.0006008,0.0006008
108,8969.08,0.93152,0.19876,0.19955,0.53429,1.11962,0.98534,0.98477,0.99085,0.69845,0.99622,0.99267,0.995,0.97311,1.06179,0.17169,0.03423,0.43803,1.13005,0.0005876,0.0005876,0.0005876
109,9045.29,0.92497,0.19632,0.20417,0.54615,1.11971,0.99023,0.98168,0.9921,0.71447,1,0.99201,0.995,0.9789,1.00954,0.16699,0.03085,0.42147,1.12477,0.0005744,0.0005744,0.0005744
110,9120.4,0.93361,0.19105,0.21819,0.54006,1.14171,0.99262,0.98513,0.99313,0.71254,1,0.99246,0.995,0.97894,1.00983,0.16842,0.03585,0.41259,1.10308,0.0005612,0.0005612,0.0005612
111,9195.48,0.9122,0.19249,0.21826,0.53125,1.12904,0.98453,0.98168,0.99141,0.69,0.99555,0.99267,0.99493,0.97586,1.10161,0.17574,0.04074,0.43585,1.14691,0.000548,0.000548,0.000548
112,9270.02,0.92445,0.18786,0.19921,0.53743,1.11212,0.9882,0.98535,0.99056,0.7187,0.99555,0.99267,0.99496,0.98075,0.98718,0.16143,0.03823,0.4256,1.1103,0.0005348,0.0005348,0.0005348
113,9344.88,0.9163,0.17988,0.21141,0.53264,1.11867,0.98793,0.98168,0.98285,0.72681,0.9953,0.98901,0.99482,0.98005,0.98969,0.16278,0.0254,0.42375,1.08863,0.0005216,0.0005216,0.0005216
114,9418.54,0.91405,0.16878,0.1791,0.52495,1.12557,0.98525,0.97838,0.9875,0.72024,0.99631,0.98937,0.99489,0.98026,1.01412,0.16198,0.02396,0.43221,1.12104,0.0005084,0.0005084,0.0005084
115,9492.32,0.90562,0.19948,0.20898,0.53806,1.12254,0.98872,0.98168,0.98233,0.73308,0.99983,0.99267,0.995,0.97824,0.96166,0.16852,0.03151,0.42559,1.09928,0.0004952,0.0004952,0.0004952
116,9566.46,0.91258,0.18264,0.19684,0.51427,1.11197,0.99076,0.98535,0.99302,0.73398,0.99813,0.99267,0.995,0.977,0.95055,0.16241,0.03109,0.40598,1.09423,0.000482,0.000482,0.000482
117,9640.18,0.88581,0.17773,0.19075,0.51182,1.10401,0.98133,0.98535,0.98948,0.74078,0.98867,0.99267,0.99485,0.98094,0.94966,0.18219,0.03125,0.41396,1.08962,0.0004688,0.0004688,0.0004688
118,9715.9,0.89915,0.18334,0.19396,0.51338,1.11561,0.98758,0.98535,0.99292,0.74277,0.99493,0.99267,0.99485,0.98228,0.92058,0.16925,0.02479,0.39742,1.08508,0.0004556,0.0004556,0.0004556
119,9792.91,0.88935,0.17676,0.19241,0.51053,1.11111,0.98855,0.98901,0.99344,0.72845,0.99591,0.99634,0.99485,0.98004,0.98962,0.17187,0.03289,0.40991,1.1065,0.0004424,0.0004424,0.0004424
