epoch,time,train/box_loss,train/pose_loss,train/kobj_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(P),metrics/recall(P),metrics/mAP50(P),metrics/mAP50-95(P),val/box_loss,val/pose_loss,val/kobj_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
27,2011.37,1.26006,0.45919,0.43773,0.78469,1.32266,0.96551,0.93976,0.9601,0.56545,0.98614,0.95984,0.98888,0.90801,1.45303,0.46598,0.04521,0.65379,1.37161,0.0009704,0.0009704,0.0009704
28,2087.03,1.26317,0.42402,0.40584,0.77197,1.3051,0.96669,0.9324,0.95749,0.55667,0.98895,0.95984,0.99053,0.90851,1.44383,0.45201,0.02512,0.64411,1.35144,0.0009308,0.0009308,0.0009308
29,2157.71,1.25624,0.40283,0.3975,0.76044,1.3258,0.98337,0.95019,0.97931,0.5424,0.99731,0.95984,0.99146,0.93042,1.51514,0.41088,0.07608,0.66626,1.41904,0.0008912,0.0008912,0.0008912
30,2225.53,1.22487,0.3876,0.39941,0.74377,1.2897,0.97162,0.96262,0.97637,0.6305,0.9775,0.9759,0.99283,0.9283,1.25884,0.38227,0.03733,0.57547,1.2725,0.0008516,0.0008516,0.0008516
31,2291.2,1.18728,0.37508,0.39131,0.71387,1.26635,0.98062,0.97189,0.97796,0.59045,0.99277,0.98394,0.99425,0.92108,1.3976,0.40139,0.04682,0.60764,1.35555,0.000812,0.000812,0.000812
32,2356.87,1.18628,0.37727,0.38912,0.72744,1.2788,0.95921,0.94447,0.95205,0.53708,0.99184,0.9763,0.99355,0.93046,1.56618,0.38845,0.02899,0.63611,1.45342,0.0007724,0.0007724,0.0007724
33,2423.57,1.17315,0.35402,0.357,0.71217,1.26656,0.97577,0.97024,0.97387,0.62648,0.98384,0.97822,0.99181,0.92985,1.28003,0.35817,0.02986,0.57563,1.2744,0.0007328,0.0007328,0.0007328
34,2490.66,1.1777,0.36818,0.36754,0.7031,1.2747,0.98484,0.96787,0.98358,0.63915,0.98606,0.9759,0.994,0.9423,1.2572,0.35151,0.03804,0.57209,1.27532,0.0006932,0.0006932,0.0006932
35,2557.48,1.2097,0.35725,0.37428,0.71255,1.28023,0.9757,0.96754,0.9791,0.64845,0.98602,0.9759,0.99277,0.94045,1.21448,0.35442,0.03704,0.57716,1.25236,0.0006536,0.0006536,0.0006536
36,2625.44,1.15719,0.36298,0.35557,0.6835,1.24286,0.95856,0.95181,0.97201,0.63353,0.9748,0.96787,0.99059,0.93109,1.23724,0.38625,0.04328,0.56431,1.27213,0.000614,0.000614,0.000614
37,2690.27,1.12947,0.34086,0.34196,0.67195,1.22953,0.97991,0.96386,0.98071,0.65331,0.98379,0.9749,0.9931,0.92942,1.18259,0.37106,0.0271,0.53175,1.22934,0.0005744,0.0005744,0.0005744
38,2756.09,1.16712,0.3317,0.36859,0.69267,1.25408,0.98247,0.96787,0.97876,0.64005,0.9899,0.97992,0.99399,0.9509,1.25178,0.3082,0.02457,0.55309,1.25778,0.0005348,0.0005348,0.0005348
39,2822.21,1.12986,0.32853,0.34903,0.68516,1.23116,0.98048,0.95984,0.97804,0.6519,0.98458,0.96386,0.98946,0.93699,1.2131,0.34329,0.03315,0.54037,1.23297,0.0004952,0.0004952,0.0004952
40,2888.82,1.10561,0.30074,0.33847,0.65961,1.25009,0.97116,0.97189,0.97725,0.67698,0.97594,0.97723,0.99299,0.9402,1.12117,0.33995,0.02207,0.51982,1.21659,0.0004556,0.0004556,0.0004556
41,2953.37,1.02189,0.2786,0.133,0.53195,1.32662,0.98956,0.97189,0.98224,0.68495,0.98783,0.97771,0.99416,0.94231,1.08902,0.3321,0.02488,0.51866,1.18173,0.000416,0.000416,0.000416
42,3017.47,1.02101,0.2735,0.12784,0.51218,1.35458,0.9869,0.9759,0.98006,0.66095,0.99514,0.98394,0.99389,0.94684,1.16486,0.32578,0.02163,0.52928,1.20585,0.0003764,0.0003764,0.0003764
43,3081.48,0.98223,0.2672,0.08985,0.49273,1.3224,0.98686,0.96787,0.98063,0.69157,0.99096,0.97189,0.99243,0.94577,1.08605,0.30676,0.02085,0.49499,1.16967,0.0003368,0.0003368,0.0003368
44,3145.44,0.97954,0.23953,0.10094,0.48072,1.26606,0.98756,0.9759,0.9824,0.67249,0.99979,0.98795,0.99484,0.95481,1.14053,0.29173,0.01836,0.49267,1.16752,0.0002972,0.0002972,0.0002972
45,3211.13,0.92801,0.2339,0.08583,0.47462,1.2324,0.99075,0.9759,0.98171,0.61936,0.99897,0.98394,0.99454,0.95417,1.33601,0.27449,0.01308,0.53835,1.25093,0.0002576,0.0002576,0.0002576
46,3275.74,0.91622,0.23568,0.08551,0.47515,1.2493,0.99011,0.97189,0.98265,0.6658,0.9942,0.9759,0.99363,0.95651,1.16175,0.27579,0.01668,0.51166,1.18395,0.000218,0.000218,0.000218
47,3339.8,0.92487,0.22803,0.0829,0.46744,1.2234,0.9877,0.96743,0.98179,0.68196,1,0.97948,0.99426,0.95804,1.10902,0.26335,0.01259,0.50029,1.1728,0.0001784,0.0001784,0.0001784
48,3404.1,0.90815,0.21552,0.07569,0.45599,1.24449,0.98774,0.97034,0.98249,0.6548,0.99593,0.98299,0.99431,0.95635,1.19898,0.25395,0.01511,0.49671,1.1798,0.0001388,0.0001388,0.0001388
49,3468.17,0.85195,0.20336,0.07891,0.43028,1.17504,0.99372,0.9759,0.98757,0.69152,1,0.98245,0.99454,0.96337,1.10341,0.24289,0.01253,0.47813,1.14693,9.92e-05,9.92e-05,9.92e-05
50,3533.1,0.87636,0.20873,0.07878,0.4393,1.19867,0.98784,0.97859,0.98994,0.67528,0.99595,0.98662,0.99454,0.96487,1.13264,0.23632,0.0122,0.47358,1.15145,5.96e-05,5.96e-05,5.96e-05
