epoch,time,train/box_loss,train/pose_loss,train/kobj_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(P),metrics/recall(P),metrics/mAP50(P),metrics/mAP50-95(P),val/box_loss,val/pose_loss,val/kobj_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
11,758.482,1.42501,0.56333,0.43527,0.89238,1.47824,0.82806,0.85926,0.89931,0.44892,0.86993,0.88805,0.94575,0.82062,1.60917,0.75264,0.06526,1.04256,1.4788,0.001868,0.001868,0.001868
12,821.739,1.38538,0.51151,0.43345,0.86803,1.43293,0.7608,0.73908,0.7636,0.2807,0.84111,0.83467,0.87706,0.73953,2.33988,1.12241,0.03398,1.35886,2.03251,0.0018548,0.0018548,0.0018548
13,885.428,1.416,0.50576,0.43243,0.88356,1.46794,0.92152,0.92572,0.95249,0.53408,0.9383,0.96266,0.98272,0.87893,1.48552,0.59564,0.08252,0.73907,1.32629,0.0018416,0.0018416,0.0018416
14,950.063,1.37679,0.46325,0.38037,0.83676,1.42727,0.89071,0.88797,0.94985,0.56108,0.91073,0.90871,0.97046,0.85665,1.44437,0.64271,0.04011,0.75844,1.3118,0.0018284,0.0018284,0.0018284
15,1011.73,1.35351,0.45875,0.39213,0.82643,1.42257,0.9024,0.88382,0.91455,0.42041,0.97373,0.92298,0.98143,0.88727,2.02111,0.58848,0.04049,0.8509,1.64141,0.0018152,0.0018152,0.0018152
16,1074.1,1.32162,0.47689,0.39208,0.80245,1.4096,0.89649,0.93441,0.95796,0.50428,0.91614,0.95199,0.97599,0.87374,1.61812,0.66203,0.038,0.80314,1.46319,0.001802,0.001802,0.001802
17,1139.11,1.30979,0.43695,0.38029,0.81179,1.39537,0.87966,0.87961,0.89334,0.40173,0.97513,0.9762,0.9917,0.90169,2.01171,0.56401,0.0492,0.868,1.63392,0.0017888,0.0017888,0.0017888
18,1202.15,1.27302,0.41295,0.34197,0.77008,1.36036,0.91057,0.91286,0.92286,0.4506,0.96818,0.97095,0.98925,0.90111,1.79648,0.51436,0.02524,0.79423,1.52128,0.0017756,0.0017756,0.0017756
19,1263.74,1.30959,0.42475,0.35817,0.76617,1.38087,0.97087,0.97095,0.97989,0.58348,0.97925,0.97891,0.9886,0.92892,1.37146,0.45592,0.03713,0.65557,1.23102,0.0017624,0.0017624,0.0017624
20,1325.17,1.25569,0.37933,0.32762,0.75327,1.35653,0.92898,0.92273,0.95163,0.50701,0.97075,0.96393,0.98587,0.91687,1.68794,0.46295,0.02977,0.70265,1.43052,0.0017492,0.0017492,0.0017492
21,1386.18,1.25337,0.38922,0.33511,0.7608,1.33594,0.84254,0.91701,0.95175,0.56128,0.92259,0.88382,0.96571,0.89116,1.42119,0.55864,0.02576,0.77505,1.27247,0.001736,0.001736,0.001736
22,1447.95,1.23494,0.39489,0.36378,0.76206,1.34576,0.95207,0.9668,0.97464,0.53843,0.96579,0.97925,0.98695,0.92256,1.54669,0.46132,0.04753,0.72917,1.38689,0.0017228,0.0017228,0.0017228
23,1509.4,1.21855,0.35982,0.36032,0.73136,1.32908,0.93881,0.95497,0.97313,0.58974,0.95109,0.96831,0.98241,0.92848,1.33543,0.40247,0.05363,0.65208,1.20433,0.0017096,0.0017096,0.0017096
24,1571.16,1.19806,0.35839,0.32842,0.72421,1.3087,0.95076,0.96137,0.96623,0.6079,0.95896,0.96967,0.98494,0.92557,1.30296,0.41381,0.03062,0.64992,1.23312,0.0016964,0.0016964,0.0016964
25,1633.23,1.17509,0.35881,0.34402,0.6889,1.29141,0.96268,0.9633,0.97403,0.60434,0.97491,0.9673,0.98838,0.94208,1.33245,0.40147,0.05851,0.63425,1.22955,0.0016832,0.0016832,0.0016832
26,1696.44,1.17721,0.35606,0.33611,0.69445,1.29356,0.97054,0.95694,0.98152,0.66136,0.97243,0.9668,0.98778,0.92206,1.17221,0.44508,0.02953,0.6144,1.15743,0.00167,0.00167,0.00167
27,1758.18,1.19193,0.33881,0.31611,0.70618,1.30765,0.95397,0.95021,0.96501,0.59386,0.97805,0.9751,0.98932,0.94111,1.33627,0.39381,0.02168,0.63142,1.2125,0.0016568,0.0016568,0.0016568
28,1820.76,1.17342,0.30041,0.31291,0.67666,1.2919,0.95103,0.96706,0.9812,0.64084,0.95919,0.97536,0.99119,0.94142,1.17027,0.36876,0.02842,0.59516,1.14658,0.0016436,0.0016436,0.0016436
29,1884.91,1.18317,0.3084,0.28826,0.68069,1.29326,0.82412,0.83402,0.89098,0.44581,0.87508,0.87197,0.92459,0.82694,1.68352,0.67399,0.07548,0.93201,1.46271,0.0016304,0.0016304,0.0016304
30,1949.22,1.14267,0.31113,0.28425,0.67167,1.29121,0.96546,0.95436,0.97071,0.60206,0.97507,0.97374,0.9927,0.92945,1.39082,0.43954,0.02719,0.63767,1.21918,0.0016172,0.0016172,0.0016172
31,2012.44,1.12643,0.31998,0.30191,0.66378,1.26739,0.98739,0.97467,0.98251,0.56188,0.99159,0.97882,0.98969,0.93875,1.51207,0.39307,0.02914,0.6445,1.29819,0.001604,0.001604,0.001604
32,2074.77,1.13676,0.29988,0.27915,0.65214,1.27062,0.9635,0.9668,0.98391,0.60049,0.97177,0.9751,0.98959,0.95108,1.36187,0.33254,0.02508,0.59633,1.20512,0.0015908,0.0015908,0.0015908
33,2136.15,1.11323,0.30433,0.28444,0.63807,1.25475,0.9674,0.9668,0.97019,0.50649,0.9833,0.97723,0.99216,0.93238,1.64258,0.38435,0.03485,0.68112,1.39817,0.0015776,0.0015776,0.0015776
34,2197.34,1.08481,0.27282,0.28451,0.62788,1.2481,0.98937,0.97925,0.98757,0.68274,0.98937,0.97925,0.988,0.95141,1.115,0.33223,0.0296,0.55311,1.10507,0.0015644,0.0015644,0.0015644
35,2258.83,1.10392,0.30775,0.28923,0.64927,1.25491,0.99198,0.95851,0.9838,0.58929,0.98715,0.9668,0.98828,0.94253,1.34755,0.33806,0.04536,0.61347,1.23649,0.0015512,0.0015512,0.0015512
36,2320.82,1.10434,0.30615,0.28893,0.63923,1.25534,0.97925,0.96266,0.97149,0.56687,0.99201,0.9751,0.99307,0.94741,1.49998,0.31092,0.02793,0.61822,1.27678,0.001538,0.001538,0.001538
37,2383,1.0951,0.26819,0.28099,0.64749,1.23917,0.98766,0.9668,0.9852,0.65547,0.99216,0.97095,0.9922,0.95849,1.16392,0.31229,0.01434,0.59266,1.18092,0.0015248,0.0015248,0.0015248
38,2446.48,1.06887,0.26306,0.27395,0.60881,1.22347,0.98738,0.97355,0.98493,0.60526,0.99158,0.9777,0.98856,0.95874,1.28978,0.31232,0.02273,0.57436,1.18359,0.0015116,0.0015116,0.0015116
39,2508.92,1.07933,0.25986,0.26069,0.62486,1.23194,0.98246,0.9751,0.98216,0.64626,0.97741,0.97925,0.98928,0.95028,1.21567,0.33915,0.01816,0.55958,1.15366,0.0014984,0.0014984,0.0014984
40,2571.59,1.06791,0.26894,0.2558,0.60742,1.22432,0.98733,0.97029,0.98357,0.59749,0.98733,0.97029,0.98776,0.95906,1.36375,0.3252,0.02941,0.6016,1.22351,0.0014852,0.0014852,0.0014852
41,2633.23,1.06047,0.27794,0.28049,0.62818,1.22368,0.98188,0.9668,0.98375,0.62918,0.99031,0.9751,0.99089,0.96268,1.32766,0.30471,0.03681,0.56758,1.1774,0.001472,0.001472,0.001472
42,2695.23,1.03421,0.26207,0.23863,0.59703,1.20719,0.98309,0.9647,0.97462,0.67786,0.99154,0.9729,0.98309,0.95109,1.13778,0.31698,0.0342,0.52643,1.10163,0.0014588,0.0014588,0.0014588
43,2756.73,1.06764,0.26133,0.25102,0.6178,1.22485,0.98153,0.9751,0.98097,0.65227,0.98571,0.97925,0.99077,0.96456,1.16318,0.2713,0.01744,0.53641,1.13739,0.0014456,0.0014456,0.0014456
44,2818.56,1.02725,0.25929,0.23526,0.5924,1.21055,0.98108,0.97095,0.97736,0.60096,0.98946,0.97925,0.99161,0.95526,1.39055,0.29022,0.02151,0.5626,1.19401,0.0014324,0.0014324,0.0014324
45,2880.19,1.03335,0.26191,0.26704,0.59462,1.19619,0.95727,0.9751,0.9734,0.67993,0.96135,0.97925,0.97746,0.95015,1.12301,0.30416,0.02745,0.56671,1.12315,0.0014192,0.0014192,0.0014192
46,2943.53,1.02772,0.23579,0.2365,0.58737,1.19808,0.98673,0.97095,0.98193,0.60199,0.99095,0.9751,0.99227,0.96269,1.37638,0.28774,0.02578,0.57452,1.18534,0.001406,0.001406,0.001406
47,3005.55,1.02856,0.25112,0.24453,0.58179,1.19763,0.99018,0.97925,0.98365,0.68441,0.99438,0.9834,0.98888,0.9673,1.08504,0.23859,0.01925,0.4928,1.11775,0.0013928,0.0013928,0.0013928
48,3067.38,1.00188,0.2727,0.22581,0.56849,1.18047,0.99578,0.97893,0.98602,0.61969,0.99578,0.97893,0.99317,0.95549,1.31785,0.30108,0.02552,0.54382,1.16656,0.0013796,0.0013796,0.0013796
49,3128.8,1.01417,0.2416,0.23885,0.57534,1.20877,0.98737,0.97344,0.97173,0.62891,0.98749,0.98251,0.98491,0.95914,1.24527,0.26311,0.03826,0.56602,1.16045,0.0013664,0.0013664,0.0013664
50,3190.05,1.03111,0.24173,0.2373,0.57848,1.18072,0.97836,0.97095,0.97333,0.68093,0.98694,0.97925,0.98948,0.96722,1.0554,0.2526,0.02383,0.53051,1.08173,0.0013532,0.0013532,0.0013532
51,3251.6,0.99875,0.21457,0.22439,0.56934,1.19051,0.98313,0.96712,0.98237,0.67627,0.98734,0.97107,0.99031,0.96727,1.10289,0.26477,0.02424,0.5002,1.09644,0.00134,0.00134,0.00134
52,3313.4,0.95065,0.23197,0.24019,0.55595,1.16656,0.98734,0.97043,0.974,0.67812,0.99578,0.97873,0.99142,0.95904,1.17464,0.27354,0.01764,0.53808,1.12604,0.0013268,0.0013268,0.0013268
53,3374.67,0.98943,0.21121,0.21311,0.55074,1.17636,0.97891,0.9751,0.97447,0.65437,0.98724,0.9834,0.98969,0.96308,1.20709,0.26136,0.02609,0.56314,1.12434,0.0013136,0.0013136,0.0013136
54,3436.33,0.98425,0.22229,0.20129,0.53995,1.16781,0.98974,0.97095,0.97475,0.63814,0.99397,0.9751,0.98482,0.96141,1.2395,0.24908,0.01883,0.51879,1.14817,0.0013004,0.0013004,0.0013004
55,3498.88,0.99815,0.21424,0.22613,0.57043,1.1867,0.98531,0.97095,0.97266,0.66599,0.99373,0.97925,0.99361,0.96437,1.1061,0.25516,0.01809,0.52487,1.10962,0.0012872,0.0012872,0.0012872
56,3560.58,0.962,0.22742,0.2081,0.54416,1.16598,0.9947,0.97925,0.98467,0.64427,0.9947,0.97925,0.98651,0.96778,1.21209,0.22856,0.01635,0.54674,1.1495,0.001274,0.001274,0.001274
57,3622.46,0.96152,0.20376,0.19192,0.5297,1.15641,0.9872,0.9601,0.97291,0.58465,1,0.97247,0.99266,0.96498,1.49127,0.24288,0.02452,0.58345,1.25607,0.0012608,0.0012608,0.0012608
58,3685.72,0.96237,0.21358,0.24741,0.55181,1.16835,0.98321,0.97216,0.98509,0.69654,0.98741,0.97631,0.98658,0.96946,1.01282,0.25135,0.01643,0.51811,1.06414,0.0012476,0.0012476,0.0012476
59,3747.22,0.93191,0.24171,0.22011,0.53013,1.14977,0.99578,0.97863,0.98413,0.69896,1,0.98278,0.9911,0.97731,1.09603,0.21249,0.01961,0.49101,1.06565,0.0012344,0.0012344,0.0012344
60,3808.6,0.9425,0.19587,0.2097,0.53294,1.15183,0.99111,0.9751,0.9823,0.67355,0.99533,0.97925,0.9887,0.9646,1.13866,0.25505,0.01683,0.5011,1.10997,0.0012212,0.0012212,0.0012212
61,3870.45,0.96224,0.20913,0.23097,0.53387,1.16207,0.99012,0.97925,0.98283,0.6897,0.99432,0.9834,0.9881,0.97005,1.07726,0.23016,0.03,0.49746,1.08817,0.001208,0.001208,0.001208
62,3932.18,0.94802,0.19804,0.22037,0.529,1.16309,0.97509,0.9747,0.97112,0.6832,0.98339,0.98293,0.99194,0.96776,1.08737,0.22463,0.02238,0.50278,1.07913,0.0011948,0.0011948,0.0011948
63,3993.65,0.90979,0.19958,0.22946,0.50038,1.12303,0.98147,0.9668,0.97899,0.72153,0.99005,0.9751,0.98432,0.96394,0.99156,0.24178,0.02594,0.49582,1.05204,0.0011816,0.0011816,0.0011816
64,4055,0.99383,0.20621,0.1927,0.54179,1.1819,0.9833,0.977,0.98171,0.71014,0.98747,0.98115,0.98627,0.96789,1.03518,0.21514,0.02682,0.47117,1.04679,0.0011684,0.0011684,0.0011684
65,4117.75,0.92222,0.21261,0.2172,0.52918,1.1489,0.98249,0.9668,0.98465,0.73762,0.98729,0.97925,0.98609,0.97291,0.95244,0.20017,0.01788,0.46035,1.03288,0.0011552,0.0011552,0.0011552
66,4179.39,0.9475,0.18609,0.20236,0.53785,1.15317,0.98725,0.96378,0.9805,0.72002,0.99575,0.97186,0.99027,0.97511,1.01775,0.20321,0.01457,0.45652,1.0697,0.001142,0.001142,0.001142
67,4241.85,0.91537,0.18585,0.17634,0.51138,1.14006,0.97445,0.97095,0.98087,0.70333,0.98181,0.97925,0.99212,0.97377,1.03897,0.2044,0.01705,0.44998,1.07826,0.0011288,0.0011288,0.0011288
68,4303.37,0.93791,0.21677,0.19083,0.53597,1.15723,0.98682,0.9668,0.98315,0.67932,0.99115,0.97095,0.9918,0.96306,1.15334,0.2528,0.01542,0.49851,1.11509,0.0011156,0.0011156,0.0011156
69,4364.93,0.91867,0.18112,0.18296,0.51354,1.13504,0.99034,0.9751,0.98924,0.70527,0.99455,0.97925,0.99153,0.97113,1.0342,0.20469,0.02831,0.4695,1.04951,0.0011024,0.0011024,0.0011024
70,4427.01,0.9367,0.19739,0.18521,0.5341,1.15031,0.97755,0.95851,0.97531,0.72517,0.99025,0.97095,0.99271,0.96787,0.96243,0.24056,0.02347,0.46814,1.05697,0.0010892,0.0010892,0.0010892
71,4488.05,0.92007,0.19234,0.1896,0.51516,1.14425,0.9874,0.97554,0.99126,0.72882,0.9916,0.97969,0.99191,0.97309,0.97606,0.2213,0.01837,0.4654,1.05836,0.001076,0.001076,0.001076
72,4549.5,0.88183,0.19544,0.1798,0.49488,1.10976,0.97476,0.9751,0.98966,0.71538,0.97891,0.97925,0.99252,0.96973,1.00826,0.19733,0.02852,0.47081,1.05592,0.0010628,0.0010628,0.0010628
73,4610.74,0.90197,0.1768,0.19443,0.4953,1.13035,0.98676,0.9751,0.97585,0.72677,0.99096,0.97925,0.98614,0.97098,0.95366,0.20334,0.03869,0.47366,1.03357,0.0010496,0.0010496,0.0010496
74,4672.67,0.90956,0.1814,0.20803,0.51275,1.12709,0.99059,0.9751,0.98502,0.72824,0.9948,0.97925,0.98565,0.97044,0.93281,0.20672,0.01942,0.47057,1.03255,0.0010364,0.0010364,0.0010364
75,4734.18,0.88648,0.18046,0.19065,0.48949,1.11805,0.98561,0.9751,0.98814,0.6987,0.98981,0.97925,0.9922,0.97777,1.03616,0.18603,0.02414,0.47064,1.06192,0.0010232,0.0010232,0.0010232
76,4796.02,0.90149,0.17593,0.20508,0.50576,1.14068,0.9856,0.9751,0.98805,0.72644,0.98755,0.98745,0.99446,0.97379,1.01049,0.22038,0.01955,0.43888,1.05597,0.00101,0.00101,0.00101
77,4857.64,0.90237,0.17501,0.21024,0.50033,1.1331,0.98592,0.97095,0.98116,0.73403,0.99435,0.97925,0.98956,0.97673,0.96264,0.19911,0.01809,0.44029,1.02517,0.0009968,0.0009968,0.0009968
78,4919.88,0.87891,0.16138,0.16445,0.50189,1.12081,0.98559,0.9751,0.98375,0.73335,0.98979,0.97925,0.99084,0.97034,0.95087,0.21265,0.01127,0.45369,1.04531,0.0009836,0.0009836,0.0009836
79,4983.11,0.86894,0.17269,0.18336,0.47455,1.11324,0.9855,0.9751,0.9864,0.74094,0.98969,0.97925,0.99138,0.97521,0.95953,0.19259,0.01576,0.46521,1.02921,0.0009704,0.0009704,0.0009704
80,5044.25,0.86504,0.18048,0.18397,0.47358,1.1109,0.98659,0.9751,0.9825,0.6833,0.99079,0.97925,0.99273,0.97531,1.13478,0.22507,0.02559,0.47776,1.07301,0.0009572,0.0009572,0.0009572
81,5108.86,0.92197,0.17155,0.17417,0.48202,1.12622,0.98748,0.9834,0.98433,0.73285,0.98748,0.9834,0.98433,0.97069,0.94025,0.20102,0.02378,0.46565,1.01606,0.000944,0.000944,0.000944
82,5172.33,0.88548,0.15664,0.17138,0.48019,1.11199,0.98051,0.9751,0.98118,0.73866,0.98469,0.97925,0.98631,0.97168,0.92525,0.2021,0.02516,0.45508,1.02637,0.0009308,0.0009308,0.0009308
83,5234.12,0.87822,0.16832,0.17866,0.49219,1.11312,0.9839,0.97095,0.98479,0.73906,0.9923,0.97925,0.99084,0.9739,0.9744,0.19508,0.01277,0.43983,1.03466,0.0009176,0.0009176,0.0009176
84,5295.53,0.83173,0.17687,0.19028,0.47027,1.10311,0.98309,0.97925,0.9848,0.75155,0.98725,0.9834,0.99055,0.9757,0.92587,0.1796,0.0246,0.43494,1.03301,0.0009044,0.0009044,0.0009044
85,5357.54,0.86652,0.1751,0.16859,0.46751,1.10022,0.97906,0.96985,0.97338,0.74035,0.98743,0.97815,0.98912,0.97869,0.94406,0.17947,0.0183,0.44445,1.01425,0.0008912,0.0008912,0.0008912
86,5418.78,0.85432,0.16318,0.17087,0.46802,1.10336,0.97825,0.97925,0.98537,0.67159,0.9824,0.9834,0.98865,0.98018,1.19339,0.18857,0.01681,0.50587,1.11142,0.000878,0.000878,0.000878
87,5481.9,0.83568,0.15197,0.17087,0.47311,1.09334,0.99065,0.9751,0.98403,0.73796,0.99486,0.97925,0.98636,0.97791,0.94779,0.17722,0.02377,0.45585,1.01606,0.0008648,0.0008648,0.0008648
88,5543.48,0.84624,0.14868,0.16836,0.4684,1.10221,0.98722,0.97925,0.98664,0.74148,0.9914,0.9834,0.99278,0.97678,0.92046,0.17584,0.01629,0.43257,1.01118,0.0008516,0.0008516,0.0008516
89,5606.31,0.8413,0.15159,0.16544,0.46322,1.0801,0.99075,0.97925,0.98407,0.75191,0.99495,0.9834,0.98576,0.97651,0.88152,0.18221,0.01513,0.43409,0.99616,0.0008384,0.0008384,0.0008384
90,5674.2,0.85984,0.1535,0.18169,0.46541,1.08996,0.9849,0.97095,0.9803,0.74922,0.99332,0.97925,0.99155,0.97972,0.9111,0.16456,0.02243,0.43462,1.01558,0.0008252,0.0008252,0.0008252
91,5748.58,0.80333,0.15054,0.18256,0.45103,1.0871,0.98645,0.97095,0.98081,0.74424,0.99489,0.97925,0.98571,0.97655,0.9545,0.17822,0.0186,0.44837,1.01283,0.000812,0.000812,0.000812
92,5822.05,0.82444,0.15328,0.1648,0.46518,1.0963,0.98739,0.97445,0.97743,0.75959,0.9958,0.98273,0.98571,0.97469,0.89643,0.16963,0.02349,0.43514,0.99933,0.0007988,0.0007988,0.0007988
93,5895.98,0.83355,0.14743,0.16608,0.46166,1.09933,0.99076,0.97925,0.98425,0.74271,0.99496,0.9834,0.98694,0.97833,0.93748,0.15071,0.01663,0.42017,1.01692,0.0007856,0.0007856,0.0007856
94,5970.24,0.81933,0.16421,0.16982,0.44908,1.08613,0.99159,0.97789,0.98105,0.7675,1,0.98619,0.985,0.97672,0.86219,0.15898,0.01137,0.40365,0.98874,0.0007724,0.0007724,0.0007724
95,6044.56,0.81239,0.15041,0.16265,0.45244,1.07767,0.9866,0.9751,0.98221,0.73751,0.995,0.9834,0.99317,0.97908,0.9352,0.17699,0.01211,0.42146,1.00375,0.0007592,0.0007592,0.0007592
96,6118.24,0.80367,0.1592,0.16117,0.45644,1.08137,0.99022,0.97095,0.98201,0.7645,0.99868,0.97925,0.98644,0.97925,0.88776,0.15952,0.01203,0.4076,0.98971,0.000746,0.000746,0.000746
97,6192.79,0.8257,0.1385,0.16016,0.45913,1.07992,0.99553,0.97925,0.98358,0.71416,0.9998,0.9834,0.9868,0.97906,1.07486,0.154,0.01235,0.44475,1.06214,0.0007328,0.0007328,0.0007328
98,6265.27,0.78537,0.13506,0.16733,0.44875,1.06487,0.99159,0.97903,0.984,0.74583,0.9958,0.98312,0.99298,0.98303,0.92618,0.1467,0.01506,0.42065,1.00763,0.0007196,0.0007196,0.0007196
99,6337.53,0.81381,0.1341,0.16491,0.45112,1.08864,0.99069,0.97095,0.98037,0.74469,0.99916,0.97925,0.98496,0.97585,0.94194,0.16441,0.02136,0.42361,1.01613,0.0007064,0.0007064,0.0007064
100,6410.74,0.79878,0.14539,0.16395,0.44909,1.07764,0.98291,0.9668,0.97849,0.75107,0.99148,0.9751,0.99095,0.98038,0.95251,0.17745,0.01773,0.4304,1.01198,0.0006932,0.0006932,0.0006932
101,6484.78,0.79936,0.13746,0.16015,0.44197,1.07962,0.98852,0.97925,0.99048,0.72361,0.99271,0.9834,0.99247,0.98068,1.00969,0.16068,0.01904,0.41983,1.02819,0.00068,0.00068,0.00068
102,6558.05,0.77559,0.13582,0.1638,0.4399,1.05946,0.98635,0.9751,0.98394,0.75306,0.99059,0.97925,0.99302,0.982,0.91167,0.14503,0.01784,0.41378,1.00126,0.0006668,0.0006668,0.0006668
103,6628.75,0.78071,0.1364,0.1487,0.43804,1.06686,0.99505,0.97925,0.98479,0.73066,0.99505,0.97925,0.98916,0.97926,1.00889,0.14914,0.02599,0.43512,1.02172,0.0006536,0.0006536,0.0006536
104,6700.46,0.79737,0.12747,0.1643,0.45239,1.07749,0.99574,0.96987,0.9831,0.71954,1,0.97402,0.98488,0.97673,1.04821,0.16147,0.0187,0.44315,1.05782,0.0006404,0.0006404,0.0006404
105,6770.11,0.76682,0.12997,0.14631,0.43219,1.05456,0.99049,0.97095,0.98143,0.76144,0.99566,0.97925,0.99263,0.9821,0.89806,0.141,0.01581,0.40173,0.9977,0.0006272,0.0006272,0.0006272
106,6836.12,0.7601,0.12626,0.13795,0.4182,1.05723,0.99163,0.97095,0.98391,0.76949,0.99587,0.9751,0.99262,0.98263,0.86508,0.13885,0.01579,0.40328,0.99559,0.000614,0.000614,0.000614
107,6901.55,0.76051,0.13264,0.1619,0.41493,1.04742,0.99156,0.97495,0.984,0.75477,0.99578,0.9791,0.99184,0.98026,0.90636,0.1355,0.01241,0.41673,1.00931,0.0006008,0.0006008,0.0006008
108,6972.61,0.74383,0.13711,0.14485,0.40614,1.0505,0.986,0.97095,0.98245,0.78489,0.99443,0.97925,0.99164,0.97982,0.8142,0.15025,0.01194,0.38752,0.97402,0.0005876,0.0005876,0.0005876
109,7038.03,0.75892,0.12755,0.15483,0.4225,1.05561,0.98727,0.96505,0.98155,0.75993,0.99576,0.97335,0.98475,0.97899,0.9038,0.1578,0.01145,0.44044,0.99951,0.0005744,0.0005744,0.0005744
110,7102.63,0.76395,0.12553,0.14633,0.42362,1.05507,0.98933,0.9751,0.98782,0.75215,0.99354,0.97925,0.99225,0.98126,0.93676,0.14599,0.01346,0.42033,1.00905,0.0005612,0.0005612,0.0005612
111,7167.4,0.76354,0.12981,0.138,0.41705,1.05693,0.98733,0.97009,0.98283,0.74771,0.99578,0.97839,0.98471,0.97796,0.92665,0.15254,0.00957,0.43139,1.03315,0.000548,0.000548,0.000548
112,7236.71,0.75145,0.12797,0.1441,0.41532,1.04212,0.98325,0.97401,0.97326,0.73586,0.99162,0.98206,0.98483,0.97675,0.98186,0.15102,0.01414,0.42818,1.02052,0.0005348,0.0005348,0.0005348
113,7307.57,0.75555,0.11742,0.16151,0.42657,1.04641,0.98335,0.98003,0.98423,0.70744,0.98751,0.98418,0.98483,0.98029,1.08495,0.1397,0.01691,0.4539,1.05892,0.0005216,0.0005216,0.0005216
114,7377.82,0.74464,0.1331,0.14034,0.40554,1.04145,0.98695,0.9751,0.98395,0.76586,0.99115,0.97925,0.98437,0.97782,0.84041,0.13524,0.01612,0.38134,0.99067,0.0005084,0.0005084,0.0005084
115,7444.58,0.73601,0.12707,0.13055,0.41324,1.04069,0.98207,0.9751,0.9822,0.77255,0.99043,0.9834,0.9841,0.97829,0.87741,0.13228,0.01385,0.38759,0.98208,0.0004952,0.0004952,0.0004952
116,7513.43,0.75284,0.12488,0.15934,0.42291,1.04946,0.98324,0.9736,0.98255,0.76774,0.99162,0.9819,0.98449,0.97762,0.86358,0.13196,0.00998,0.38617,0.97906,0.000482,0.000482,0.000482
117,7582.25,0.75816,0.12402,0.15727,0.40573,1.06292,0.98734,0.97113,0.98338,0.7582,0.99156,0.97527,0.98389,0.97748,0.89134,0.13544,0.01283,0.39424,0.99554,0.0004688,0.0004688,0.0004688
118,7650.35,0.73244,0.12419,0.15292,0.40368,1.05019,0.9834,0.98316,0.98401,0.75183,0.98755,0.98731,0.98437,0.97805,0.90613,0.13845,0.015,0.40788,1.00733,0.0004556,0.0004556,0.0004556
119,7717.74,0.7343,0.13624,0.15995,0.41241,1.04595,0.98315,0.96833,0.98412,0.76291,0.99157,0.97663,0.98467,0.97957,0.84196,0.13186,0.01091,0.38337,0.99441,0.0004424,0.0004424,0.0004424
